state_code,year,race,origin,sex,age_group,population,is_projection
CT,2023,black,non-hisp,m,40-44,11318,0
CT,2023,black,non-hisp,f,40-44,11318,0
CT,2023,black,non-hisp,m,45-49,10779,0
CT,2023,black,non-hisp,f,45-49,10779,0
CT,2023,black,non-hisp,m,50-54,11497,0
CT,2023,black,non-hisp,f,50-54,11497,0
CT,2023,black,non-hisp,m,55-59,12036,0
CT,2023,black,non-hisp,f,55-59,12036,0
CT,2023,black,non-hisp,m,60-64,11497,0
CT,2023,black,non-hisp,f,60-64,11497,0
CT,2023,black,non-hisp,m,65-69,9701,0
CT,2023,black,non-hisp,f,65-69,9701,0
CT,2023,black,non-hisp,m,70-74,8084,0
CT,2023,black,non-hisp,f,70-74,8084,0
CT,2023,black,non-hisp,m,75-79,5749,0
CT,2023,black,non-hisp,f,75-79,5749,0
CT,2023,black,non-hisp,m,80-84,2874,0
CT,2023,black,non-hisp,f,80-84,4312,0
CT,2023,black,non-hisp,m,85+,3018,0
CT,2023,black,non-hisp,f,85+,4527,0
CT,2023,asian,non-hisp,m,0-4,5051,0
CT,2023,asian,non-hisp,f,0-4,5051,0
CT,2023,asian,non-hisp,m,5-9,5226,0
CT,2023,asian,non-hisp,f,5-9,5226,0
CT,2023,asian,non-hisp,m,10-14,5574,0
CT,2023,asian,non-hisp,f,10-14,5574,0
CT,2023,asian,non-hisp,m,15-19,5574,0
CT,2023,asian,non-hisp,f,15-19,5574,0
CT,2023,asian,non-hisp,m,20-24,5748,0
CT,2023,asian,non-hisp,f,20-24,5748,0
CT,2023,asian,non-hisp,m,25-29,6096,0
CT,2023,asian,non-hisp,f,25-29,6096,0
CT,2023,asian,non-hisp,m,30-34,6096,0
CT,2023,asian,non-hisp,f,30-34,6096,0
CT,2023,asian,non-hisp,m,35-39,5922,0
CT,2023,asian,non-hisp,f,35-39,5922,0
CT,2023,asian,non-hisp,m,40-44,5487,0
CT,2023,asian,non-hisp,f,40-44,5487,0
CT,2023,asian,non-hisp,m,45-49,5226,0
CT,2023,asian,non-hisp,f,45-49,5226,0
CT,2023,asian,non-hisp,m,50-54,5574,0
CT,2023,asian,non-hisp,f,50-54,5574,0
CT,2023,asian,non-hisp,m,55-59,5835,0
CT,2023,asian,non-hisp,f,55-59,5835,0
CT,2023,asian,non-hisp,m,60-64,5574,0
CT,2023,asian,non-hisp,f,60-64,5574,0
CT,2023,asian,non-hisp,m,65-69,4703,0
CT,2023,asian,non-hisp,f,65-69,4703,0
CT,2023,asian,non-hisp,m,70-74,3919,0
CT,2023,asian,non-hisp,f,70-74,3919,0
CT,2023,asian,non-hisp,m,75-79,2787,0
CT,2023,asian,non-hisp,f,75-79,2787,0
CT,2023,asian,non-hisp,m,80-84,1393,0
CT,2023,asian,non-hisp,f,80-84,2090,0
CT,2023,asian,non-hisp,m,85+,1463,0
CT,2023,asian,non-hisp,f,85+,2195,0
CT,2023,other,non-hisp,m,0-4,5540,0
CT,2023,other,non-hisp,f,0-4,5540,0
CT,2023,other,non-hisp,m,5-9,5731,0
CT,2023,other,non-hisp,f,5-9,5731,0
CT,2023,other,non-hisp,m,10-14,6113,0
CT,2023,other,non-hisp,f,10-14,6113,0
CT,2023,other,non-hisp,m,15-19,6113,0
CT,2023,other,non-hisp,f,15-19,6113,0
CT,2023,other,non-hisp,m,20-24,6304,0
CT,2023,other,non-hisp,f,20-24,6304,0
CT,2023,other,non-hisp,m,25-29,6686,0
CT,2023,other,non-hisp,f,25-29,6686,0
CT,2023,other,non-hisp,m,30-34,6686,0
CT,2023,other,non-hisp,f,30-34,6686,0
CT,2023,other,non-hisp,m,35-39,6495,0
CT,2023,other,non-hisp,f,35-39,6495,0
CT,2023,other,non-hisp,m,40-44,6018,0
CT,2023,other,non-hisp,f,40-44,6018,0
CT,2023,other,non-hisp,m,45-49,5731,0
CT,2023,other,non-hisp,f,45-49,5731,0
CT,2023,other,non-hisp,m,50-54,6113,0
CT,2023,other,non-hisp,f,50-54,6113,0
CT,2023,other,non-hisp,m,55-59,6400,0
CT,2023,other,non-hisp,f,55-59,6400,0
CT,2023,other,non-hisp,m,60-64,6113,0
CT,2023,other,non-hisp,f,60-64,6113,0
CT,2023,other,non-hisp,m,65-69,5158,0
CT,2023,other,non-hisp,f,65-69,5158,0
CT,2023,other,non-hisp,m,70-74,4298,0
CT,2023,other,non-hisp,f,70-74,4298,0
CT,2023,other,non-hisp,m,75-79,3057,0
CT,2023,other,non-hisp,f,75-79,3057,0
CT,2023,other,non-hisp,m,80-84,1528,0
CT,2023,other,non-hisp,f,80-84,2292,0
CT,2023,other,non-hisp,m,85+,1605,0
CT,2023,other,non-hisp,f,85+,2407,0
CT,2023,white,hisp,m,0-4,3320,0
CT,2023,white,hisp,f,0-4,3320,0
CT,2023,white,hisp,m,5-9,3435,0
CT,2023,white,hisp,f,5-9,3435,0
CT,2023,white,hisp,m,10-14,3664,0
CT,2023,white,hisp,f,10-14,3664,0
CT,2023,white,hisp,m,15-19,3664,0
CT,2023,white,hisp,f,15-19,3664,0
CT,2023,white,hisp,m,20-24,3778,0
CT,2023,white,hisp,f,20-24,3778,0
CT,2023,white,hisp,m,25-29,4007,0
CT,2023,white,hisp,f,25-29,4007,0
CT,2023,white,hisp,m,30-34,4007,0
CT,2023,white,hisp,f,30-34,4007,0
CT,2023,white,hisp,m,35-39,3893,0
CT,2023,white,hisp,f,35-39,3893,0
CT,2023,white,hisp,m,40-44,3606,0
CT,2023,white,hisp,f,40-44,3606,0
CT,2023,white,hisp,m,45-49,3435,0
CT,2023,white,hisp,f,45-49,3435,0
CT,2023,white,hisp,m,50-54,3664,0
CT,2023,white,hisp,f,50-54,3664,0
CT,2023,white,hisp,m,55-59,3835,0
CT,2023,white,hisp,f,55-59,3835,0
CT,2023,white,hisp,m,60-64,3664,0
CT,2023,white,hisp,f,60-64,3664,0
CT,2023,white,hisp,m,65-69,3091,0
CT,2023,white,hisp,f,65-69,3091,0
CT,2023,white,hisp,m,70-74,2576,0
CT,2023,white,hisp,f,70-74,2576,0
CT,2023,white,hisp,m,75-79,1832,0
CT,2023,white,hisp,f,75-79,1832,0
CT,2023,white,hisp,m,80-84,916,0
CT,2023,white,hisp,f,80-84,1374,0
CT,2023,white,hisp,m,85+,962,0
CT,2023,white,hisp,f,85+,1443,0
CT,2023,black,hisp,m,0-4,978,0
CT,2023,black,hisp,f,0-4,978,0
CT,2023,black,hisp,m,5-9,1012,0
CT,2023,black,hisp,f,5-9,1012,0
CT,2023,black,hisp,m,10-14,1080,0
CT,2023,black,hisp,f,10-14,1080,0
CT,2023,black,hisp,m,15-19,1080,0
CT,2023,black,hisp,f,15-19,1080,0
CT,2023,black,hisp,m,20-24,1113,0
CT,2023,black,hisp,f,20-24,1113,0
CT,2023,black,hisp,m,25-29,1181,0
CT,2023,black,hisp,f,25-29,1181,0
CT,2023,black,hisp,m,30-34,1181,0
CT,2023,black,hisp,f,30-34,1181,0
CT,2023,black,hisp,m,35-39,1147,0
CT,2023,black,hisp,f,35-39,1147,0
CT,2023,black,hisp,m,40-44,1063,0
CT,2023,black,hisp,f,40-44,1063,0
CT,2023,black,hisp,m,45-49,1012,0
CT,2023,black,hisp,f,45-49,1012,0
CT,2023,black,hisp,m,50-54,1080,0
CT,2023,black,hisp,f,50-54,1080,0
CT,2023,black,hisp,m,55-59,1130,0
CT,2023,black,hisp,f,55-59,1130,0
CT,2023,black,hisp,m,60-64,1080,0
CT,2023,black,hisp,f,60-64,1080,0
CT,2023,black,hisp,m,65-69,911,0
CT,2023,black,hisp,f,65-69,911,0
CT,2023,black,hisp,m,70-74,759,0
CT,2023,black,hisp,f,70-74,759,0
CT,2023,black,hisp,m,75-79,540,0
CT,2023,black,hisp,f,75-79,540,0
CT,2023,black,hisp,m,80-84,270,0
CT,2023,black,hisp,f,80-84,405,0
CT,2023,black,hisp,m,85+,283,0
CT,2023,black,hisp,f,85+,425,0
CT,2023,asian,hisp,m,0-4,53,0
CT,2023,asian,hisp,f,0-4,53,0
CT,2023,asian,hisp,m,5-9,55,0
CT,2023,asian,hisp,f,5-9,55,0
CT,2023,asian,hisp,m,10-14,59,0
CT,2023,asian,hisp,f,10-14,59,0
CT,2023,asian,hisp,m,15-19,59,0
CT,2023,asian,hisp,f,15-19,59,0
CT,2023,asian,hisp,m,20-24,60,0
CT,2023,asian,hisp,f,20-24,60,0
CT,2023,asian,hisp,m,25-29,64,0
CT,2023,asian,hisp,f,25-29,64,0
CT,2023,asian,hisp,m,30-34,64,0
CT,2023,asian,hisp,f,30-34,64,0
CT,2023,asian,hisp,m,35-39,62,0
CT,2023,asian,hisp,f,35-39,62,0
CT,2023,asian,hisp,m,40-44,58,0
CT,2023,asian,hisp,f,40-44,58,0
CT,2023,asian,hisp,m,45-49,55,0
CT,2023,asian,hisp,f,45-49,55,0
CT,2023,asian,hisp,m,50-54,59,0
CT,2023,asian,hisp,f,50-54,59,0
CT,2023,asian,hisp,m,55-59,61,0
CT,2023,asian,hisp,f,55-59,61,0
CT,2023,asian,hisp,m,60-64,59,0
CT,2023,asian,hisp,f,60-64,59,0
CT,2023,asian,hisp,m,65-69,49,0
CT,2023,asian,hisp,f,65-69,49,0
CT,2023,asian,hisp,m,70-74,41,0
CT,2023,asian,hisp,f,70-74,41,0
CT,2023,asian,hisp,m,75-79,29,0
CT,2023,asian,hisp,f,75-79,29,0
CT,2023,asian,hisp,m,80-84,15,0
CT,2023,asian,hisp,f,80-84,22,0
CT,2023,asian,hisp,m,85+,15,0
CT,2023,asian,hisp,f,85+,23,0
CT,2023,other,hisp,m,0-4,15173,0
CT,2023,other,hisp,f,0-4,15173,0
CT,2023,other,hisp,m,5-9,15696,0
CT,2023,other,hisp,f,5-9,15696,0
CT,2023,other,hisp,m,10-14,16742,0
CT,2023,other,hisp,f,10-14,16742,0
CT,2023,other,hisp,m,15-19,16742,0
CT,2023,other,hisp,f,15-19,16742,0
CT,2023,other,hisp,m,20-24,17265,0
CT,2023,other,hisp,f,20-24,17265,0
CT,2023,other,hisp,m,25-29,18312,0
CT,2023,other,hisp,f,25-29,18312,0
CT,2023,other,hisp,m,30-34,18312,0
CT,2023,other,hisp,f,30-34,18312,0
CT,2023,other,hisp,m,35-39,17788,0
CT,2023,other,hisp,f,35-39,17788,0
CT,2023,other,hisp,m,40-44,16480,0
CT,2023,other,hisp,f,40-44,16480,0
CT,2023,other,hisp,m,45-49,15696,0
CT,2023,other,hisp,f,45-49,15696,0
CT,2023,other,hisp,m,50-54,16742,0
CT,2023,other,hisp,f,50-54,16742,0
CT,2023,other,hisp,m,55-59,17527,0
CT,2023,other,hisp,f,55-59,17527,0
CT,2023,other,hisp,m,60-64,16742,0
CT,2023,other,hisp,f,60-64,16742,0
CT,2023,other,hisp,m,65-69,14126,0
CT,2023,other,hisp,f,65-69,14126,0
CT,2023,other,hisp,m,70-74,11772,0
CT,2023,other,hisp,f,70-74,11772,0
CT,2023,other,hisp,m,75-79,8371,0
CT,2023,other,hisp,f,75-79,8371,0
CT,2023,other,hisp,m,80-84,4186,0
CT,2023,other,hisp,f,80-84,6278,0
CT,2023,other,hisp,m,85+,4395,0
CT,2023,other,hisp,f,85+,6592,0
DE,2023,white,non-hisp,m,0-4,17366,0
DE,2023,white,non-hisp,f,0-4,17366,0
DE,2023,white,non-hisp,m,5-9,17965,0
DE,2023,white,non-hisp,f,5-9,17965,0
DE,2023,white,non-hisp,m,10-14,19162,0
DE,2023,white,non-hisp,f,10-14,19162,0
DE,2023,white,non-hisp,m,15-19,19162,0
DE,2023,white,non-hisp,f,15-19,19162,0
DE,2023,white,non-hisp,m,20-24,19761,0
DE,2023,white,non-hisp,f,20-24,19761,0
DE,2023,white,non-hisp,m,25-29,20959,0
DE,2023,white,non-hisp,f,25-29,20959,0
DE,2023,white,non-hisp,m,30-34,20959,0
DE,2023,white,non-hisp,f,30-34,20959,0
DE,2023,white,non-hisp,m,35-39,20360,0
DE,2023,white,non-hisp,f,35-39,20360,0
DE,2023,white,non-hisp,m,40-44,18863,0
DE,2023,white,non-hisp,f,40-44,18863,0
DE,2023,white,non-hisp,m,45-49,17965,0
DE,2023,white,non-hisp,f,45-49,17965,0
DE,2023,white,non-hisp,m,50-54,19162,0
DE,2023,white,non-hisp,f,50-54,19162,0
DE,2023,white,non-hisp,m,55-59,20061,0
DE,2023,white,non-hisp,f,55-59,20061,0
DE,2023,white,non-hisp,m,60-64,19162,0
DE,2023,white,non-hisp,f,60-64,19162,0
DE,2023,white,non-hisp,m,65-69,16168,0
DE,2023,white,non-hisp,f,65-69,16168,0
DE,2023,white,non-hisp,m,70-74,13474,0
DE,2023,white,non-hisp,f,70-74,13474,0
DE,2023,white,non-hisp,m,75-79,9581,0
DE,2023,white,non-hisp,f,75-79,9581,0
DE,2023,white,non-hisp,m,80-84,4791,0
DE,2023,white,non-hisp,f,80-84,7186,0
DE,2023,white,non-hisp,m,85+,5030,0
DE,2023,white,non-hisp,f,85+,7545,0
DE,2023,black,non-hisp,m,0-4,6496,0
DE,2023,black,non-hisp,f,0-4,6496,0
DE,2023,black,non-hisp,m,5-9,6720,0
DE,2023,black,non-hisp,f,5-9,6720,0
DE,2023,black,non-hisp,m,10-14,7167,0
DE,2023,black,non-hisp,f,10-14,7167,0
DE,2023,black,non-hisp,m,15-19,7167,0
DE,2023,black,non-hisp,f,15-19,7167,0
DE,2023,black,non-hisp,m,20-24,7391,0
DE,2023,black,non-hisp,f,20-24,7391,0
DE,2023,black,non-hisp,m,25-29,7839,0
DE,2023,black,non-hisp,f,25-29,7839,0
DE,2023,black,non-hisp,m,30-34,7839,0
DE,2023,black,non-hisp,f,30-34,7839,0
DE,2023,black,non-hisp,m,35-39,7615,0
DE,2023,black,non-hisp,f,35-39,7615,0
DE,2023,black,non-hisp,m,40-44,7055,0
DE,2023,black,non-hisp,f,40-44,7055,0
DE,2023,black,non-hisp,m,45-49,6720,0
DE,2023,black,non-hisp,f,45-49,6720,0
DE,2023,black,non-hisp,m,50-54,7167,0
DE,2023,black,non-hisp,f,50-54,7167,0
DE,2023,black,non-hisp,m,55-59,7503,0
DE,2023,black,non-hisp,f,55-59,7503,0
DE,2023,black,non-hisp,m,60-64,7167,0
DE,2023,black,non-hisp,f,60-64,7167,0
DE,2023,black,non-hisp,m,65-69,6048,0
DE,2023,black,non-hisp,f,65-69,6048,0
DE,2023,black,non-hisp,m,70-74,5040,0
DE,2023,black,non-hisp,f,70-74,5040,0
DE,2023,black,non-hisp,m,75-79,3584,0
DE,2023,black,non-hisp,f,75-79,3584,0
DE,2023,black,non-hisp,m,80-84,1792,0
DE,2023,black,non-hisp,f,80-84,2688,0
DE,2023,black,non-hisp,m,85+,1881,0
DE,2023,black,non-hisp,f,85+,2822,0
DE,2023,asian,non-hisp,m,0-4,1286,0
DE,2023,asian,non-hisp,f,0-4,1286,0
DE,2023,asian,non-hisp,m,5-9,1331,0
DE,2023,asian,non-hisp,f,5-9,1331,0
DE,2023,asian,non-hisp,m,10-14,1419,0
DE,2023,asian,non-hisp,f,10-14,1419,0
DE,2023,asian,non-hisp,m,15-19,1419,0
DE,2023,asian,non-hisp,f,15-19,1419,0
DE,2023,asian,non-hisp,m,20-24,1464,0
DE,2023,asian,non-hisp,f,20-24,1464,0
DE,2023,asian,non-hisp,m,25-29,1552,0
DE,2023,asian,non-hisp,f,25-29,1552,0
DE,2023,asian,non-hisp,m,30-34,1552,0
DE,2023,asian,non-hisp,f,30-34,1552,0
DE,2023,asian,non-hisp,m,35-39,1508,0
DE,2023,asian,non-hisp,f,35-39,1508,0
DE,2023,asian,non-hisp,m,40-44,1397,0
DE,2023,asian,non-hisp,f,40-44,1397,0
DE,2023,asian,non-hisp,m,45-49,1331,0
DE,2023,asian,non-hisp,f,45-49,1331,0
DE,2023,asian,non-hisp,m,50-54,1419,0
DE,2023,asian,non-hisp,f,50-54,1419,0
DE,2023,asian,non-hisp,m,55-59,1486,0
DE,2023,asian,non-hisp,f,55-59,1486,0
DE,2023,asian,non-hisp,m,60-64,1419,0
DE,2023,asian,non-hisp,f,60-64,1419,0
DE,2023,asian,non-hisp,m,65-69,1198,0
DE,2023,asian,non-hisp,f,65-69,1198,0
DE,2023,asian,non-hisp,m,70-74,998,0
DE,2023,asian,non-hisp,f,70-74,998,0
DE,2023,asian,non-hisp,m,75-79,710,0
DE,2023,asian,non-hisp,f,75-79,710,0
DE,2023,asian,non-hisp,m,80-84,355,0
DE,2023,asian,non-hisp,f,80-84,532,0
DE,2023,asian,non-hisp,m,85+,373,0
DE,2023,asian,non-hisp,f,85+,559,0
DE,2023,other,non-hisp,m,0-4,1453,0
DE,2023,other,non-hisp,f,0-4,1453,0
DE,2023,other,non-hisp,m,5-9,1503,0
DE,2023,other,non-hisp,f,5-9,1503,0
DE,2023,other,non-hisp,m,10-14,1603,0
DE,2023,other,non-hisp,f,10-14,1603,0
DE,2023,other,non-hisp,m,15-19,1603,0
DE,2023,other,non-hisp,f,15-19,1603,0
DE,2023,other,non-hisp,m,20-24,1653,0
DE,2023,other,non-hisp,f,20-24,1653,0
DE,2023,other,non-hisp,m,25-29,1754,0
DE,2023,other,non-hisp,f,25-29,1754,0
DE,2023,other,non-hisp,m,30-34,1754,0
DE,2023,other,non-hisp,f,30-34,1754,0
DE,2023,other,non-hisp,m,35-39,1704,0
DE,2023,other,non-hisp,f,35-39,1704,0
DE,2023,other,non-hisp,m,40-44,1578,0
DE,2023,other,non-hisp,f,40-44,1578,0
DE,2023,other,non-hisp,m,45-49,1503,0
DE,2023,other,non-hisp,f,45-49,1503,0
DE,2023,other,non-hisp,m,50-54,1603,0
DE,2023,other,non-hisp,f,50-54,1603,0
DE,2023,other,non-hisp,m,55-59,1678,0
DE,2023,other,non-hisp,f,55-59,1678,0
DE,2023,other,non-hisp,m,60-64,1603,0
DE,2023,other,non-hisp,f,60-64,1603,0
DE,2023,other,non-hisp,m,65-69,1353,0
DE,2023,other,non-hisp,f,65-69,1353,0
DE,2023,other,non-hisp,m,70-74,1127,0
DE,2023,other,non-hisp,f,70-74,1127,0
DE,2023,other,non-hisp,m,75-79,802,0
DE,2023,other,non-hisp,f,75-79,802,0
DE,2023,other,non-hisp,m,80-84,401,0
DE,2023,other,non-hisp,f,80-84,601,0
DE,2023,other,non-hisp,m,85+,421,0
DE,2023,other,non-hisp,f,85+,631,0
DE,2023,white,hisp,m,0-4,393,0
DE,2023,white,hisp,f,0-4,393,0
DE,2023,white,hisp,m,5-9,406,0
DE,2023,white,hisp,f,5-9,406,0
DE,2023,white,hisp,m,10-14,433,0
DE,2023,white,hisp,f,10-14,433,0
DE,2023,white,hisp,m,15-19,433,0
DE,2023,white,hisp,f,15-19,433,0
DE,2023,white,hisp,m,20-24,447,0
DE,2023,white,hisp,f,20-24,447,0
DE,2023,white,hisp,m,25-29,474,0
DE,2023,white,hisp,f,25-29,474,0
DE,2023,white,hisp,m,30-34,474,0
DE,2023,white,hisp,f,30-34,474,0
DE,2023,white,hisp,m,35-39,460,0
DE,2023,white,hisp,f,35-39,460,0
DE,2023,white,hisp,m,40-44,427,0
DE,2023,white,hisp,f,40-44,427,0
DE,2023,white,hisp,m,45-49,406,0
DE,2023,white,hisp,f,45-49,406,0
DE,2023,white,hisp,m,50-54,433,0
DE,2023,white,hisp,f,50-54,433,0
DE,2023,white,hisp,m,55-59,454,0
DE,2023,white,hisp,f,55-59,454,0
DE,2023,white,hisp,m,60-64,433,0
DE,2023,white,hisp,f,60-64,433,0
DE,2023,white,hisp,m,65-69,366,0
DE,2023,white,hisp,f,65-69,366,0
DE,2023,white,hisp,m,70-74,305,0
DE,2023,white,hisp,f,70-74,305,0
DE,2023,white,hisp,m,75-79,217,0
DE,2023,white,hisp,f,75-79,217,0
DE,2023,white,hisp,m,80-84,108,0
DE,2023,white,hisp,f,80-84,162,0
DE,2023,white,hisp,m,85+,114,0
DE,2023,white,hisp,f,85+,171,0
DE,2023,black,hisp,m,0-4,237,0
DE,2023,black,hisp,f,0-4,237,0
DE,2023,black,hisp,m,5-9,245,0
DE,2023,black,hisp,f,5-9,245,0
DE,2023,black,hisp,m,10-14,262,0
DE,2023,black,hisp,f,10-14,262,0
DE,2023,black,hisp,m,15-19,262,0
DE,2023,black,hisp,f,15-19,262,0
DE,2023,black,hisp,m,20-24,270,0
DE,2023,black,hisp,f,20-24,270,0
DE,2023,black,hisp,m,25-29,286,0
DE,2023,black,hisp,f,25-29,286,0
DE,2023,black,hisp,m,30-34,286,0
DE,2023,black,hisp,f,30-34,286,0
DE,2023,black,hisp,m,35-39,278,0
DE,2023,black,hisp,f,35-39,278,0
DE,2023,black,hisp,m,40-44,258,0
DE,2023,black,hisp,f,40-44,258,0
DE,2023,black,hisp,m,45-49,245,0
DE,2023,black,hisp,f,45-49,245,0
DE,2023,black,hisp,m,50-54,262,0
DE,2023,black,hisp,f,50-54,262,0
DE,2023,black,hisp,m,55-59,274,0
DE,2023,black,hisp,f,55-59,274,0
DE,2023,black,hisp,m,60-64,262,0
DE,2023,black,hisp,f,60-64,262,0
DE,2023,black,hisp,m,65-69,221,0
DE,2023,black,hisp,f,65-69,221,0
DE,2023,black,hisp,m,70-74,184,0
DE,2023,black,hisp,f,70-74,184,0
DE,2023,black,hisp,m,75-79,131,0
DE,2023,black,hisp,f,75-79,131,0
DE,2023,black,hisp,m,80-84,65,0
DE,2023,black,hisp,f,80-84,98,0
DE,2023,black,hisp,m,85+,69,0
DE,2023,black,hisp,f,85+,103,0
DE,2023,asian,hisp,m,0-4,3,0
DE,2023,asian,hisp,f,0-4,3,0
DE,2023,asian,hisp,m,5-9,3,0
DE,2023,asian,hisp,f,5-9,3,0
DE,2023,asian,hisp,m,10-14,4,0
DE,2023,asian,hisp,f,10-14,4,0
DE,2023,asian,hisp,m,15-19,4,0
DE,2023,asian,hisp,f,15-19,4,0
DE,2023,asian,hisp,m,20-24,4,0
DE,2023,asian,hisp,f,20-24,4,0
DE,2023,asian,hisp,m,25-29,4,0
DE,2023,asian,hisp,f,25-29,4,0
DE,2023,asian,hisp,m,30-34,4,0
DE,2023,asian,hisp,f,30-34,4,0
DE,2023,asian,hisp,m,35-39,4,0
DE,2023,asian,hisp,f,35-39,4,0
DE,2023,asian,hisp,m,40-44,4,0
DE,2023,asian,hisp,f,40-44,4,0
DE,2023,asian,hisp,m,45-49,3,0
DE,2023,asian,hisp,f,45-49,3,0
DE,2023,asian,hisp,m,50-54,4,0
DE,2023,asian,hisp,f,50-54,4,0
DE,2023,asian,hisp,m,55-59,4,0
DE,2023,asian,hisp,f,55-59,4,0
DE,2023,asian,hisp,m,60-64,4,0
DE,2023,asian,hisp,f,60-64,4,0
DE,2023,asian,hisp,m,65-69,3,0
DE,2023,asian,hisp,f,65-69,3,0
DE,2023,asian,hisp,m,70-74,3,0
DE,2023,asian,hisp,f,70-74,3,0
DE,2023,asian,hisp,m,75-79,2,0
DE,2023,asian,hisp,f,75-79,2,0
DE,2023,asian,hisp,m,80-84,1,0
DE,2023,asian,hisp,f,80-84,1,0
DE,2023,asian,hisp,m,85+,1,0
DE,2023,asian,hisp,f,85+,1,0
DE,2023,other,hisp,m,0-4,2691,0
DE,2023,other,hisp,f,0-4,2691,0
DE,2023,other,hisp,m,5-9,2784,0
DE,2023,other,hisp,f,5-9,2784,0
DE,2023,other,hisp,m,10-14,2969,0
DE,2023,other,hisp,f,10-14,2969,0
DE,2023,other,hisp,m,15-19,2969,0
DE,2023,other,hisp,f,15-19,2969,0
DE,2023,other,hisp,m,20-24,3062,0
DE,2023,other,hisp,f,20-24,3062,0
DE,2023,other,hisp,m,25-29,3248,0
DE,2023,other,hisp,f,25-29,3248,0
DE,2023,other,hisp,m,30-34,3248,0
DE,2023,other,hisp,f,30-34,3248,0
DE,2023,other,hisp,m,35-39,3155,0
DE,2023,other,hisp,f,35-39,3155,0
DE,2023,other,hisp,m,40-44,2923,0
DE,2023,other,hisp,f,40-44,2923,0
DE,2023,other,hisp,m,45-49,2784,0
DE,2023,other,hisp,f,45-49,2784,0
DE,2023,other,hisp,m,50-54,2969,0
DE,2023,other,hisp,f,50-54,2969,0
DE,2023,other,hisp,m,55-59,3109,0
DE,2023,other,hisp,f,55-59,3109,0
DE,2023,other,hisp,m,60-64,2969,0
DE,2023,other,hisp,f,60-64,2969,0
DE,2023,other,hisp,m,65-69,2505,0
DE,2023,other,hisp,f,65-69,2505,0
DE,2023,other,hisp,m,70-74,2088,0
DE,2023,other,hisp,f,70-74,2088,0
DE,2023,other,hisp,m,75-79,1485,0
DE,2023,other,hisp,f,75-79,1485,0
DE,2023,other,hisp,m,80-84,742,0
DE,2023,other,hisp,f,80-84,1114,0
DE,2023,other,hisp,m,85+,779,0
DE,2023,other,hisp,f,85+,1169,0
DC,2023,white,non-hisp,m,0-4,7314,0
DC,2023,white,non-hisp,f,0-4,7314,0
DC,2023,white,non-hisp,m,5-9,7566,0
DC,2023,white,non-hisp,f,5-9,7566,0
DC,2023,white,non-hisp,m,10-14,8071,0
DC,2023,white,non-hisp,f,10-14,8071,0
DC,2023,white,non-hisp,m,15-19,8071,0
DC,2023,white,non-hisp,f,15-19,8071,0
DC,2023,white,non-hisp,m,20-24,8323,0
DC,2023,white,non-hisp,f,20-24,8323,0
DC,2023,white,non-hisp,m,25-29,8827,0
DC,2023,white,non-hisp,f,25-29,8827,0
DC,2023,white,non-hisp,m,30-34,8827,0
DC,2023,white,non-hisp,f,30-34,8827,0
DC,2023,white,non-hisp,m,35-39,8575,0
DC,2023,white,non-hisp,f,35-39,8575,0
DC,2023,white,non-hisp,m,40-44,7945,0
DC,2023,white,non-hisp,f,40-44,7945,0
DC,2023,white,non-hisp,m,45-49,7566,0
DC,2023,white,non-hisp,f,45-49,7566,0
DC,2023,white,non-hisp,m,50-54,8071,0
DC,2023,white,non-hisp,f,50-54,8071,0
DC,2023,white,non-hisp,m,55-59,8449,0
DC,2023,white,non-hisp,f,55-59,8449,0
DC,2023,white,non-hisp,m,60-64,8071,0
DC,2023,white,non-hisp,f,60-64,8071,0
DC,2023,white,non-hisp,m,65-69,6810,0
DC,2023,white,non-hisp,f,65-69,6810,0
DC,2023,white,non-hisp,m,70-74,5675,0
DC,2023,white,non-hisp,f,70-74,5675,0
DC,2023,white,non-hisp,m,75-79,4035,0
DC,2023,white,non-hisp,f,75-79,4035,0
DC,2023,white,non-hisp,m,80-84,2018,0
DC,2023,white,non-hisp,f,80-84,3027,0
DC,2023,white,non-hisp,m,85+,2119,0
DC,2023,white,non-hisp,f,85+,3178,0
DC,2023,black,non-hisp,m,0-4,7908,0
DC,2023,black,non-hisp,f,0-4,7908,0
DC,2023,black,non-hisp,m,5-9,8181,0
DC,2023,black,non-hisp,f,5-9,8181,0
DC,2023,black,non-hisp,m,10-14,8727,0
DC,2023,black,non-hisp,f,10-14,8727,0
DC,2023,black,non-hisp,m,15-19,8727,0
DC,2023,black,non-hisp,f,15-19,8727,0
DC,2023,black,non-hisp,m,20-24,8999,0
DC,2023,black,non-hisp,f,20-24,8999,0
DC,2023,black,non-hisp,m,25-29,9545,0
DC,2023,black,non-hisp,f,25-29,9545,0
DC,2023,black,non-hisp,m,30-34,9545,0
DC,2023,black,non-hisp,f,30-34,9545,0
DC,2023,black,non-hisp,m,35-39,9272,0
DC,2023,black,non-hisp,f,35-39,9272,0
DC,2023,black,non-hisp,m,40-44,8590,0
DC,2023,black,non-hisp,f,40-44,8590,0
DC,2023,black,non-hisp,m,45-49,8181,0
DC,2023,black,non-hisp,f,45-49,8181,0
DC,2023,black,non-hisp,m,50-54,8727,0
DC,2023,black,non-hisp,f,50-54,8727,0
DC,2023,black,non-hisp,m,55-59,9136,0
DC,2023,black,non-hisp,f,55-59,9136,0
