state_code,year,race,origin,sex,age_group,lfpr,source
DC,2023,white,non-hisp,f,50-54,0.7464,synthetic_seed
DC,2023,white,non-hisp,m,55-59,0.695,synthetic_seed
DC,2023,white,non-hisp,f,55-59,0.6457,synthetic_seed
DC,2023,white,non-hisp,m,60-64,0.6119,synthetic_seed
DC,2023,white,non-hisp,f,60-64,0.4985,synthetic_seed
DC,2023,white,non-hisp,m,65-69,0.3705,synthetic_seed
DC,2023,white,non-hisp,f,65-69,0.288,synthetic_seed
DC,2023,white,non-hisp,m,70-74,0.2311,synthetic_seed
DC,2023,white,non-hisp,f,70-74,0.1521,synthetic_seed
DC,2023,white,non-hisp,m,75-79,0.1195,synthetic_seed
DC,2023,white,non-hisp,f,75-79,0.0711,synthetic_seed
DC,2023,white,non-hisp,m,80-84,0.0592,synthetic_seed
DC,2023,white,non-hisp,f,80-84,0.0296,synthetic_seed
DC,2023,white,non-hisp,m,85+,0.0204,synthetic_seed
DC,2023,white,non-hisp,f,85+,0.01,synthetic_seed
DC,2023,white,hisp,m,0-4,0.0,synthetic_seed
DC,2023,white,hisp,f,0-4,0.0,synthetic_seed
DC,2023,white,hisp,m,5-9,0.0,synthetic_seed
DC,2023,white,hisp,f,5-9,0.0,synthetic_seed
DC,2023,white,hisp,m,10-14,0.0,synthetic_seed
DC,2023,white,hisp,f,10-14,0.0,synthetic_seed
DC,2023,white,hisp,m,15-19,0.3676,synthetic_seed
DC,2023,white,hisp,f,15-19,0.3186,synthetic_seed
DC,2023,white,hisp,m,20-24,0.7422,synthetic_seed
DC,2023,white,hisp,f,20-24,0.7049,synthetic_seed
DC,2023,white,hisp,m,25-29,0.8752,synthetic_seed
DC,2023,white,hisp,f,25-29,0.7486,synthetic_seed
DC,2023,white,hisp,m,30-34,0.8885,synthetic_seed
DC,2023,white,hisp,f,30-34,0.7517,synthetic_seed
DC,2023,white,hisp,m,35-39,0.9169,synthetic_seed
DC,2023,white,hisp,f,35-39,0.7428,synthetic_seed
DC,2023,white,hisp,m,40-44,0.9051,synthetic_seed
DC,2023,white,hisp,f,40-44,0.7684,synthetic_seed
DC,2023,white,hisp,m,45-49,0.8812,synthetic_seed
DC,2023,white,hisp,f,45-49,0.7715,synthetic_seed
DC,2023,white,hisp,m,50-54,0.8191,synthetic_seed
DC,2023,white,hisp,f,50-54,0.729,synthetic_seed
DC,2023,white,hisp,m,55-59,0.7536,synthetic_seed
DC,2023,white,hisp,f,55-59,0.6533,synthetic_seed
DC,2023,white,hisp,m,60-64,0.612,synthetic_seed
DC,2023,white,hisp,f,60-64,0.5022,synthetic_seed
DC,2023,white,hisp,m,65-69,0.3829,synthetic_seed
DC,2023,white,hisp,f,65-69,0.2795,synthetic_seed
DC,2023,white,hisp,m,70-74,0.2335,synthetic_seed
DC,2023,white,hisp,f,70-74,0.1571,synthetic_seed
DC,2023,white,hisp,m,75-79,0.122,synthetic_seed
DC,2023,white,hisp,f,75-79,0.0694,synthetic_seed
DC,2023,white,hisp,m,80-84,0.0599,synthetic_seed
DC,2023,white,hisp,f,80-84,0.0303,synthetic_seed
DC,2023,white,hisp,m,85+,0.0194,synthetic_seed
DC,2023,white,hisp,f,85+,0.01,synthetic_seed
DC,2023,black,non-hisp,m,0-4,0.0,synthetic_seed
DC,2023,black,non-hisp,f,0-4,0.0,synthetic_seed
DC,2023,black,non-hisp,m,5-9,0.0,synthetic_seed
DC,2023,black,non-hisp,f,5-9,0.0,synthetic_seed
DC,2023,black,non-hisp,m,10-14,0.0,synthetic_seed
DC,2023,black,non-hisp,f,10-14,0.0,synthetic_seed
DC,2023,black,non-hisp,m,15-19,0.3398,synthetic_seed
DC,2023,black,non-hisp,f,15-19,0.3047,synthetic_seed
DC,2023,black,non-hisp,m,20-24,0.7288,synthetic_seed
DC,2023,black,non-hisp,f,20-24,0.677,synthetic_seed
DC,2023,black,non-hisp,m,25-29,0.862,synthetic_seed
DC,2023,black,non-hisp,f,25-29,0.7375,synthetic_seed
DC,2023,black,non-hisp,m,30-34,0.8902,synthetic_seed
DC,2023,black,non-hisp,f,30-34,0.7017,synthetic_seed
DC,2023,black,non-hisp,m,35-39,0.8895,synthetic_seed
DC,2023,black,non-hisp,f,35-39,0.7337,synthetic_seed
DC,2023,black,non-hisp,m,40-44,0.8677,synthetic_seed
DC,2023,black,non-hisp,f,40-44,0.7594,synthetic_seed
DC,2023,black,non-hisp,m,45-49,0.8335,synthetic_seed
DC,2023,black,non-hisp,f,45-49,0.7456,synthetic_seed
DC,2023,black,non-hisp,m,50-54,0.8156,synthetic_seed
DC,2023,black,non-hisp,f,50-54,0.7452,synthetic_seed
DC,2023,black,non-hisp,m,55-59,0.7026,synthetic_seed
DC,2023,black,non-hisp,f,55-59,0.6455,synthetic_seed
DC,2023,black,non-hisp,m,60-64,0.5701,synthetic_seed
DC,2023,black,non-hisp,f,60-64,0.4796,synthetic_seed
DC,2023,black,non-hisp,m,65-69,0.3682,synthetic_seed
DC,2023,black,non-hisp,f,65-69,0.2642,synthetic_seed
DC,2023,black,non-hisp,m,70-74,0.2209,synthetic_seed
DC,2023,black,non-hisp,f,70-74,0.1461,synthetic_seed
DC,2023,black,non-hisp,m,75-79,0.1133,synthetic_seed
DC,2023,black,non-hisp,f,75-79,0.0674,synthetic_seed
DC,2023,black,non-hisp,m,80-84,0.0574,synthetic_seed
DC,2023,black,non-hisp,f,80-84,0.0283,synthetic_seed
DC,2023,black,non-hisp,m,85+,0.0202,synthetic_seed
DC,2023,black,non-hisp,f,85+,0.0097,synthetic_seed
DC,2023,black,hisp,m,0-4,0.0,synthetic_seed
DC,2023,black,hisp,f,0-4,0.0,synthetic_seed
DC,2023,black,hisp,m,5-9,0.0,synthetic_seed
DC,2023,black,hisp,f,5-9,0.0,synthetic_seed
DC,2023,black,hisp,m,10-14,0.0,synthetic_seed
DC,2023,black,hisp,f,10-14,0.0,synthetic_seed
DC,2023,black,hisp,m,15-19,0.338,synthetic_seed
DC,2023,black,hisp,f,15-19,0.3086,synthetic_seed
DC,2023,black,hisp,m,20-24,0.7177,synthetic_seed
DC,2023,black,hisp,f,20-24,0.6803,synthetic_seed
DC,2023,black,hisp,m,25-29,0.8528,synthetic_seed
DC,2023,black,hisp,f,25-29,0.7252,synthetic_seed
DC,2023,black,hisp,m,30-34,0.875,synthetic_seed
DC,2023,black,hisp,f,30-34,0.7024,synthetic_seed
DC,2023,black,hisp,m,35-39,0.9093,synthetic_seed
DC,2023,black,hisp,f,35-39,0.7239,synthetic_seed
DC,2023,black,hisp,m,40-44,0.862,synthetic_seed
DC,2023,black,hisp,f,40-44,0.7552,synthetic_seed
DC,2023,black,hisp,m,45-49,0.8414,synthetic_seed
DC,2023,black,hisp,f,45-49,0.7385,synthetic_seed
DC,2023,black,hisp,m,50-54,0.8064,synthetic_seed
DC,2023,black,hisp,f,50-54,0.7064,synthetic_seed
DC,2023,black,hisp,m,55-59,0.6987,synthetic_seed
DC,2023,black,hisp,f,55-59,0.6221,synthetic_seed
DC,2023,black,hisp,m,60-64,0.5813,synthetic_seed
DC,2023,black,hisp,f,60-64,0.4986,synthetic_seed
DC,2023,black,hisp,m,65-69,0.3636,synthetic_seed
DC,2023,black,hisp,f,65-69,0.2787,synthetic_seed
DC,2023,black,hisp,m,70-74,0.2224,synthetic_seed
DC,2023,black,hisp,f,70-74,0.1431,synthetic_seed
DC,2023,black,hisp,m,75-79,0.1145,synthetic_seed
DC,2023,black,hisp,f,75-79,0.0708,synthetic_seed
DC,2023,black,hisp,m,80-84,0.057,synthetic_seed
DC,2023,black,hisp,f,80-84,0.0287,synthetic_seed
DC,2023,black,hisp,m,85+,0.0194,synthetic_seed
DC,2023,black,hisp,f,85+,0.0095,synthetic_seed
DC,2023,asian,non-hisp,m,0-4,0.0,synthetic_seed
DC,2023,asian,non-hisp,f,0-4,0.0,synthetic_seed
DC,2023,asian,non-hisp,m,5-9,0.0,synthetic_seed
DC,2023,asian,non-hisp,f,5-9,0.0,synthetic_seed
DC,2023,asian,non-hisp,m,10-14,0.0,synthetic_seed
DC,2023,asian,non-hisp,f,10-14,0.0,synthetic_seed
DC,2023,asian,non-hisp,m,15-19,0.3717,synthetic_seed
DC,2023,asian,non-hisp,f,15-19,0.3305,synthetic_seed
DC,2023,asian,non-hisp,m,20-24,0.7618,synthetic_seed
DC,2023,asian,non-hisp,f,20-24,0.7059,synthetic_seed
DC,2023,asian,non-hisp,m,25-29,0.8925,synthetic_seed
DC,2023,asian,non-hisp,f,25-29,0.7688,synthetic_seed
DC,2023,asian,non-hisp,m,30-34,0.948,synthetic_seed
DC,2023,asian,non-hisp,f,30-34,0.7273,synthetic_seed
DC,2023,asian,non-hisp,m,35-39,0.946,synthetic_seed
DC,2023,asian,non-hisp,f,35-39,0.7417,synthetic_seed
DC,2023,asian,non-hisp,m,40-44,0.9233,synthetic_seed
DC,2023,asian,non-hisp,f,40-44,0.7796,synthetic_seed
DC,2023,asian,non-hisp,m,45-49,0.8913,synthetic_seed
DC,2023,asian,non-hisp,f,45-49,0.7756,synthetic_seed
DC,2023,asian,non-hisp,m,50-54,0.8516,synthetic_seed
DC,2023,asian,non-hisp,f,50-54,0.7504,synthetic_seed
DC,2023,asian,non-hisp,m,55-59,0.7713,synthetic_seed
DC,2023,asian,non-hisp,f,55-59,0.6522,synthetic_seed
DC,2023,asian,non-hisp,m,60-64,0.5995,synthetic_seed
DC,2023,asian,non-hisp,f,60-64,0.5083,synthetic_seed
DC,2023,asian,non-hisp,m,65-69,0.3886,synthetic_seed
DC,2023,asian,non-hisp,f,65-69,0.2875,synthetic_seed
DC,2023,asian,non-hisp,m,70-74,0.229,synthetic_seed
DC,2023,asian,non-hisp,f,70-74,0.1523,synthetic_seed
DC,2023,asian,non-hisp,m,75-79,0.1214,synthetic_seed
DC,2023,asian,non-hisp,f,75-79,0.0729,synthetic_seed
DC,2023,asian,non-hisp,m,80-84,0.0603,synthetic_seed
DC,2023,asian,non-hisp,f,80-84,0.0297,synthetic_seed
DC,2023,asian,non-hisp,m,85+,0.0206,synthetic_seed
DC,2023,asian,non-hisp,f,85+,0.0102,synthetic_seed
DC,2023,asian,hisp,m,0-4,0.0,synthetic_seed
DC,2023,asian,hisp,f,0-4,0.0,synthetic_seed
DC,2023,asian,hisp,m,5-9,0.0,synthetic_seed
DC,2023,asian,hisp,f,5-9,0.0,synthetic_seed
DC,2023,asian,hisp,m,10-14,0.0,synthetic_seed
DC,2023,asian,hisp,f,10-14,0.0,synthetic_seed
DC,2023,asian,hisp,m,15-19,0.3756,synthetic_seed
DC,2023,asian,hisp,f,15-19,0.3205,synthetic_seed
DC,2023,asian,hisp,m,20-24,0.7656,synthetic_seed
DC,2023,asian,hisp,f,20-24,0.7052,synthetic_seed
DC,2023,asian,hisp,m,25-29,0.8759,synthetic_seed
DC,2023,asian,hisp,f,25-29,0.7649,synthetic_seed
DC,2023,asian,hisp,m,30-34,0.9146,synthetic_seed
DC,2023,asian,hisp,f,30-34,0.7548,synthetic_seed
DC,2023,asian,hisp,m,35-39,0.9076,synthetic_seed
DC,2023,asian,hisp,f,35-39,0.7643,synthetic_seed
DC,2023,asian,hisp,m,40-44,0.9151,synthetic_seed
DC,2023,asian,hisp,f,40-44,0.7998,synthetic_seed
DC,2023,asian,hisp,m,45-49,0.8727,synthetic_seed
DC,2023,asian,hisp,f,45-49,0.7803,synthetic_seed
DC,2023,asian,hisp,m,50-54,0.8747,synthetic_seed
DC,2023,asian,hisp,f,50-54,0.7609,synthetic_seed
DC,2023,asian,hisp,m,55-59,0.7764,synthetic_seed
DC,2023,asian,hisp,f,55-59,0.6687,synthetic_seed
DC,2023,asian,hisp,m,60-64,0.6168,synthetic_seed
DC,2023,asian,hisp,f,60-64,0.523,synthetic_seed
DC,2023,asian,hisp,m,65-69,0.3956,synthetic_seed
DC,2023,asian,hisp,f,65-69,0.2751,synthetic_seed
DC,2023,asian,hisp,m,70-74,0.2333,synthetic_seed
DC,2023,asian,hisp,f,70-74,0.1454,synthetic_seed
DC,2023,asian,hisp,m,75-79,0.1234,synthetic_seed
DC,2023,asian,hisp,f,75-79,0.0714,synthetic_seed
DC,2023,asian,hisp,m,80-84,0.0616,synthetic_seed
DC,2023,asian,hisp,f,80-84,0.0318,synthetic_seed
DC,2023,asian,hisp,m,85+,0.0207,synthetic_seed
DC,2023,asian,hisp,f,85+,0.0104,synthetic_seed
DC,2023,other,non-hisp,m,0-4,0.0,synthetic_seed
DC,2023,other,non-hisp,f,0-4,0.0,synthetic_seed
DC,2023,other,non-hisp,m,5-9,0.0,synthetic_seed
DC,2023,other,non-hisp,f,5-9,0.0,synthetic_seed
DC,2023,other,non-hisp,m,10-14,0.0,synthetic_seed
DC,2023,other,non-hisp,f,10-14,0.0,synthetic_seed
DC,2023,other,non-hisp,m,15-19,0.3555,synthetic_seed
DC,2023,other,non-hisp,f,15-19,0.3225,synthetic_seed
DC,2023,other,non-hisp,m,20-24,0.7503,synthetic_seed
DC,2023,other,non-hisp,f,20-24,0.694,synthetic_seed
DC,2023,other,non-hisp,m,25-29,0.8691,synthetic_seed
DC,2023,other,non-hisp,f,25-29,0.7604,synthetic_seed
DC,2023,other,non-hisp,m,30-34,0.9296,synthetic_seed
DC,2023,other,non-hisp,f,30-34,0.7307,synthetic_seed
DC,2023,other,non-hisp,m,35-39,0.903,synthetic_seed
DC,2023,other,non-hisp,f,35-39,0.7398,synthetic_seed
DC,2023,other,non-hisp,m,40-44,0.9183,synthetic_seed
DC,2023,other,non-hisp,f,40-44,0.7818,synthetic_seed
DC,2023,other,non-hisp,m,45-49,0.8697,synthetic_seed
DC,2023,other,non-hisp,f,45-49,0.7545,synthetic_seed
DC,2023,other,non-hisp,m,50-54,0.8299,synthetic_seed
DC,2023,other,non-hisp,f,50-54,0.7465,synthetic_seed
DC,2023,other,non-hisp,m,55-59,0.7598,synthetic_seed
DC,2023,other,non-hisp,f,55-59,0.6573,synthetic_seed
DC,2023,other,non-hisp,m,60-64,0.5945,synthetic_seed
DC,2023,other,non-hisp,f,60-64,0.5012,synthetic_seed
DC,2023,other,non-hisp,m,65-69,0.3853,synthetic_seed
DC,2023,other,non-hisp,f,65-69,0.2851,synthetic_seed
DC,2023,other,non-hisp,m,70-74,0.2351,synthetic_seed
DC,2023,other,non-hisp,f,70-74,0.1482,synthetic_seed
DC,2023,other,non-hisp,m,75-79,0.1225,synthetic_seed
DC,2023,other,non-hisp,f,75-79,0.0709,synthetic_seed
DC,2023,other,non-hisp,m,80-84,0.0587,synthetic_seed
DC,2023,other,non-hisp,f,80-84,0.0298,synthetic_seed
DC,2023,other,non-hisp,m,85+,0.02,synthetic_seed
DC,2023,other,non-hisp,f,85+,0.0101,synthetic_seed
DC,2023,other,hisp,m,0-4,0.0,synthetic_seed
DC,2023,other,hisp,f,0-4,0.0,synthetic_seed
DC,2023,other,hisp,m,5-9,0.0,synthetic_seed
DC,2023,other,hisp,f,5-9,0.0,synthetic_seed
DC,2023,other,hisp,m,10-14,0.0,synthetic_seed
DC,2023,other,hisp,f,10-14,0.0,synthetic_seed
DC,2023,other,hisp,m,15-19,0.3469,synthetic_seed
DC,2023,other,hisp,f,15-19,0.3212,synthetic_seed
DC,2023,other,hisp,m,20-24,0.7372,synthetic_seed
DC,2023,other,hisp,f,20-24,0.6972,synthetic_seed
DC,2023,other,hisp,m,25-29,0.8665,synthetic_seed
DC,2023,other,hisp,f,25-29,0.7374,synthetic_seed
DC,2023,other,hisp,m,30-34,0.9316,synthetic_seed
DC,2023,other,hisp,f,30-34,0.7312,synthetic_seed
DC,2023,other,hisp,m,35-39,0.8779,synthetic_seed
DC,2023,other,hisp,f,35-39,0.7382,synthetic_seed
DC,2023,other,hisp,m,40-44,0.9208,synthetic_seed
DC,2023,other,hisp,f,40-44,0.7795,synthetic_seed
DC,2023,other,hisp,m,45-49,0.8686,synthetic_seed
DC,2023,other,hisp,f,45-49,0.773,synthetic_seed
DC,2023,other,hisp,m,50-54,0.8422,synthetic_seed
DC,2023,other,hisp,f,50-54,0.724,synthetic_seed
DC,2023,other,hisp,m,55-59,0.7392,synthetic_seed
DC,2023,other,hisp,f,55-59,0.6418,synthetic_seed
DC,2023,other,hisp,m,60-64,0.6085,synthetic_seed
DC,2023,other,hisp,f,60-64,0.5065,synthetic_seed
DC,2023,other,hisp,m,65-69,0.3786,synthetic_seed
DC,2023,other,hisp,f,65-69,0.2856,synthetic_seed
DC,2023,other,hisp,m,70-74,0.2201,synthetic_seed
DC,2023,other,hisp,f,70-74,0.1463,synthetic_seed
DC,2023,other,hisp,m,75-79,0.1182,synthetic_seed
DC,2023,other,hisp,f,75-79,0.0682,synthetic_seed
DC,2023,other,hisp,m,80-84,0.059,synthetic_seed
DC,2023,other,hisp,f,80-84,0.0297,synthetic_seed
DC,2023,other,hisp,m,85+,0.0198,synthetic_seed
DC,2023,other,hisp,f,85+,0.0098,synthetic_seed
FL,2023,white,non-hisp,m,0-4,0.0,synthetic_seed
FL,2023,white,non-hisp,f,0-4,0.0,synthetic_seed
FL,2023,white,non-hisp,m,5-9,0.0,synthetic_seed
FL,2023,white,non-hisp,f,5-9,0.0,synthetic_seed
FL,2023,white,non-hisp,m,10-14,0.0,synthetic_seed
FL,2023,white,non-hisp,f,10-14,0.0,synthetic_seed
FL,2023,white,non-hisp,m,15-19,0.3488,synthetic_seed
FL,2023,white,non-hisp,f,15-19,0.3301,synthetic_seed
FL,2023,white,non-hisp,m,20-24,0.7731,synthetic_seed
FL,2023,white,non-hisp,f,20-24,0.6811,synthetic_seed
FL,2023,white,non-hisp,m,25-29,0.8819,synthetic_seed
FL,2023,white,non-hisp,f,25-29,0.749,synthetic_seed
FL,2023,white,non-hisp,m,30-34,0.925,synthetic_seed
FL,2023,white,non-hisp,f,30-34,0.7299,synthetic_seed
FL,2023,white,non-hisp,m,35-39,0.9256,synthetic_seed
FL,2023,white,non-hisp,f,35-39,0.759,synthetic_seed
FL,2023,white,non-hisp,m,40-44,0.8884,synthetic_seed
FL,2023,white,non-hisp,f,40-44,0.8092,synthetic_seed
FL,2023,white,non-hisp,m,45-49,0.8583,synthetic_seed
FL,2023,white,non-hisp,f,45-49,0.7808,synthetic_seed
FL,2023,white,non-hisp,m,50-54,0.8653,synthetic_seed
FL,2023,white,non-hisp,f,50-54,0.7541,synthetic_seed
FL,2023,white,non-hisp,m,55-59,0.7615,synthetic_seed
FL,2023,white,non-hisp,f,55-59,0.669,synthetic_seed
FL,2023,white,non-hisp,m,60-64,0.6033,synthetic_seed
FL,2023,white,non-hisp,f,60-64,0.5029,synthetic_seed
FL,2023,white,non-hisp,m,65-69,0.3852,synthetic_seed
FL,2023,white,non-hisp,f,65-69,0.2806,synthetic_seed
FL,2023,white,non-hisp,m,70-74,0.2267,synthetic_seed
FL,2023,white,non-hisp,f,70-74,0.153,synthetic_seed
FL,2023,white,non-hisp,m,75-79,0.1199,synthetic_seed
FL,2023,white,non-hisp,f,75-79,0.0688,synthetic_seed
FL,2023,white,non-hisp,m,80-84,0.0606,synthetic_seed
FL,2023,white,non-hisp,f,80-84,0.0298,synthetic_seed
FL,2023,white,non-hisp,m,85+,0.0209,synthetic_seed
FL,2023,white,non-hisp,f,85+,0.0101,synthetic_seed
FL,2023,white,hisp,m,0-4,0.0,synthetic_seed
FL,2023,white,hisp,f,0-4,0.0,synthetic_seed
FL,2023,white,hisp,m,5-9,0.0,synthetic_seed
FL,2023,white,hisp,f,5-9,0.0,synthetic_seed
FL,2023,white,hisp,m,10-14,0.0,synthetic_seed
FL,2023,white,hisp,f,10-14,0.0,synthetic_seed
FL,2023,white,hisp,m,15-19,0.3539,synthetic_seed
FL,2023,white,hisp,f,15-19,0.3132,synthetic_seed
FL,2023,white,hisp,m,20-24,0.7394,synthetic_seed
FL,2023,white,hisp,f,20-24,0.7208,synthetic_seed
FL,2023,white,hisp,m,25-29,0.8973,synthetic_seed
FL,2023,white,hisp,f,25-29,0.7651,synthetic_seed
FL,2023,white,hisp,m,30-34,0.9396,synthetic_seed
FL,2023,white,hisp,f,30-34,0.7236,synthetic_seed
FL,2023,white,hisp,m,35-39,0.8782,synthetic_seed
FL,2023,white,hisp,f,35-39,0.7315,synthetic_seed
FL,2023,white,hisp,m,40-44,0.8945,synthetic_seed
FL,2023,white,hisp,f,40-44,0.804,synthetic_seed
FL,2023,white,hisp,m,45-49,0.8215,synthetic_seed
FL,2023,white,hisp,f,45-49,0.7544,synthetic_seed
FL,2023,white,hisp,m,50-54,0.8162,synthetic_seed
FL,2023,white,hisp,f,50-54,0.7733,synthetic_seed
FL,2023,white,hisp,m,55-59,0.7368,synthetic_seed
FL,2023,white,hisp,f,55-59,0.6611,synthetic_seed
FL,2023,white,hisp,m,60-64,0.5987,synthetic_seed
FL,2023,white,hisp,f,60-64,0.5133,synthetic_seed
FL,2023,white,hisp,m,65-69,0.3947,synthetic_seed
FL,2023,white,hisp,f,65-69,0.2769,synthetic_seed
FL,2023,white,hisp,m,70-74,0.2266,synthetic_seed
FL,2023,white,hisp,f,70-74,0.1545,synthetic_seed
FL,2023,white,hisp,m,75-79,0.1219,synthetic_seed
FL,2023,white,hisp,f,75-79,0.0727,synthetic_seed
FL,2023,white,hisp,m,80-84,0.0598,synthetic_seed
FL,2023,white,hisp,f,80-84,0.0294,synthetic_seed
FL,2023,white,hisp,m,85+,0.0196,synthetic_seed
FL,2023,white,hisp,f,85+,0.0101,synthetic_seed
FL,2023,black,non-hisp,m,0-4,0.0,synthetic_seed
FL,2023,black,non-hisp,f,0-4,0.0,synthetic_seed
FL,2023,black,non-hisp,m,5-9,0.0,synthetic_seed
FL,2023,black,non-hisp,f,5-9,0.0,synthetic_seed
FL,2023,black,non-hisp,m,10-14,0.0,synthetic_seed
FL,2023,black,non-hisp,f,10-14,0.0,synthetic_seed
FL,2023,black,non-hisp,m,15-19,0.3527,synthetic_seed
FL,2023,black,non-hisp,f,15-19,0.32,synthetic_seed
FL,2023,black,non-hisp,m,20-24,0.7333,synthetic_seed
FL,2023,black,non-hisp,f,20-24,0.6635,synthetic_seed
FL,2023,black,non-hisp,m,25-29,0.8822,synthetic_seed
FL,2023,black,non-hisp,f,25-29,0.7317,synthetic_seed
FL,2023,black,non-hisp,m,30-34,0.9024,synthetic_seed
FL,2023,black,non-hisp,f,30-34,0.6995,synthetic_seed
FL,2023,black,non-hisp,m,35-39,0.8883,synthetic_seed
FL,2023,black,non-hisp,f,35-39,0.7208,synthetic_seed
FL,2023,black,non-hisp,m,40-44,0.9353,synthetic_seed
FL,2023,black,non-hisp,f,40-44,0.7677,synthetic_seed
FL,2023,black,non-hisp,m,45-49,0.8241,synthetic_seed
FL,2023,black,non-hisp,f,45-49,0.7632,synthetic_seed
FL,2023,black,non-hisp,m,50-54,0.8207,synthetic_seed
FL,2023,black,non-hisp,f,50-54,0.7267,synthetic_seed
FL,2023,black,non-hisp,m,55-59,0.7329,synthetic_seed
FL,2023,black,non-hisp,f,55-59,0.6398,synthetic_seed
FL,2023,black,non-hisp,m,60-64,0.5868,synthetic_seed
FL,2023,black,non-hisp,f,60-64,0.4803,synthetic_seed
FL,2023,black,non-hisp,m,65-69,0.3579,synthetic_seed
FL,2023,black,non-hisp,f,65-69,0.2726,synthetic_seed
FL,2023,black,non-hisp,m,70-74,0.2196,synthetic_seed
FL,2023,black,non-hisp,f,70-74,0.1445,synthetic_seed
FL,2023,black,non-hisp,m,75-79,0.1144,synthetic_seed
FL,2023,black,non-hisp,f,75-79,0.0677,synthetic_seed
FL,2023,black,non-hisp,m,80-84,0.0565,synthetic_seed
FL,2023,black,non-hisp,f,80-84,0.03,synthetic_seed
FL,2023,black,non-hisp,m,85+,0.0187,synthetic_seed
FL,2023,black,non-hisp,f,85+,0.0099,synthetic_seed
FL,2023,black,hisp,m,0-4,0.0,synthetic_seed
FL,2023,black,hisp,f,0-4,0.0,synthetic_seed
FL,2023,black,hisp,m,5-9,0.0,synthetic_seed
FL,2023,black,hisp,f,5-9,0.0,synthetic_seed
FL,2023,black,hisp,m,10-14,0.0,synthetic_seed
FL,2023,black,hisp,f,10-14,0.0,synthetic_seed
FL,2023,black,hisp,m,15-19,0.3432,synthetic_seed
FL,2023,black,hisp,f,15-19,0.3113,synthetic_seed
FL,2023,black,hisp,m,20-24,0.7295,synthetic_seed
FL,2023,black,hisp,f,20-24,0.6492,synthetic_seed
FL,2023,black,hisp,m,25-29,0.8712,synthetic_seed
FL,2023,black,hisp,f,25-29,0.7262,synthetic_seed
FL,2023,black,hisp,m,30-34,0.9169,synthetic_seed
FL,2023,black,hisp,f,30-34,0.6944,synthetic_seed
FL,2023,black,hisp,m,35-39,0.8751,synthetic_seed
FL,2023,black,hisp,f,35-39,0.7171,synthetic_seed
FL,2023,black,hisp,m,40-44,0.8852,synthetic_seed
FL,2023,black,hisp,f,40-44,0.7479,synthetic_seed
FL,2023,black,hisp,m,45-49,0.8407,synthetic_seed
FL,2023,black,hisp,f,45-49,0.7759,synthetic_seed
FL,2023,black,hisp,m,50-54,0.8081,synthetic_seed
FL,2023,black,hisp,f,50-54,0.7411,synthetic_seed
FL,2023,black,hisp,m,55-59,0.7378,synthetic_seed
FL,2023,black,hisp,f,55-59,0.6517,synthetic_seed
FL,2023,black,hisp,m,60-64,0.5964,synthetic_seed
FL,2023,black,hisp,f,60-64,0.4815,synthetic_seed
FL,2023,black,hisp,m,65-69,0.3546,synthetic_seed
FL,2023,black,hisp,f,65-69,0.2705,synthetic_seed
FL,2023,black,hisp,m,70-74,0.2231,synthetic_seed
FL,2023,black,hisp,f,70-74,0.1423,synthetic_seed
FL,2023,black,hisp,m,75-79,0.1178,synthetic_seed
FL,2023,black,hisp,f,75-79,0.0669,synthetic_seed
FL,2023,black,hisp,m,80-84,0.0583,synthetic_seed
FL,2023,black,hisp,f,80-84,0.0285,synthetic_seed
FL,2023,black,hisp,m,85+,0.0195,synthetic_seed
FL,2023,black,hisp,f,85+,0.01,synthetic_seed
FL,2023,asian,non-hisp,m,0-4,0.0,synthetic_seed
FL,2023,asian,non-hisp,f,0-4,0.0,synthetic_seed
FL,2023,asian,non-hisp,m,5-9,0.0,synthetic_seed
FL,2023,asian,non-hisp,f,5-9,0.0,synthetic_seed
FL,2023,asian,non-hisp,m,10-14,0.0,synthetic_seed
FL,2023,asian,non-hisp,f,10-14,0.0,synthetic_seed
FL,2023,asian,non-hisp,m,15-19,0.3618,synthetic_seed
FL,2023,asian,non-hisp,f,15-19,0.3141,synthetic_seed
FL,2023,asian,non-hisp,m,20-24,0.7595,synthetic_seed
FL,2023,asian,non-hisp,f,20-24,0.7103,synthetic_seed
FL,2023,asian,non-hisp,m,25-29,0.928,synthetic_seed
FL,2023,asian,non-hisp,f,25-29,0.7572,synthetic_seed
FL,2023,asian,non-hisp,m,30-34,0.9496,synthetic_seed
FL,2023,asian,non-hisp,f,30-34,0.7717,synthetic_seed
FL,2023,asian,non-hisp,m,35-39,0.9413,synthetic_seed
FL,2023,asian,non-hisp,f,35-39,0.7431,synthetic_seed
FL,2023,asian,non-hisp,m,40-44,0.945,synthetic_seed
FL,2023,asian,non-hisp,f,40-44,0.7933,synthetic_seed
FL,2023,asian,non-hisp,m,45-49,0.9028,synthetic_seed
FL,2023,asian,non-hisp,f,45-49,0.7951,synthetic_seed
FL,2023,asian,non-hisp,m,50-54,0.8515,synthetic_seed
FL,2023,asian,non-hisp,f,50-54,0.7446,synthetic_seed
FL,2023,asian,non-hisp,m,55-59,0.7491,synthetic_seed
FL,2023,asian,non-hisp,f,55-59,0.6642,synthetic_seed
FL,2023,asian,non-hisp,m,60-64,0.604,synthetic_seed
FL,2023,asian,non-hisp,f,60-64,0.513,synthetic_seed
