state_code,year,race,origin,sex,age_group,population,is_projection
NC,2018,white,hisp,m,20-24,19556,0
NC,2018,white,hisp,f,20-24,19556,0
NC,2018,white,hisp,m,25-29,20741,0
NC,2018,white,hisp,f,25-29,20741,0
NC,2018,white,hisp,m,30-34,20741,0
NC,2018,white,hisp,f,30-34,20741,0
NC,2018,white,hisp,m,35-39,20148,0
NC,2018,white,hisp,f,35-39,20148,0
NC,2018,white,hisp,m,40-44,18667,0
NC,2018,white,hisp,f,40-44,18667,0
NC,2018,white,hisp,m,45-49,17778,0
NC,2018,white,hisp,f,45-49,17778,0
NC,2018,white,hisp,m,50-54,18963,0
NC,2018,white,hisp,f,50-54,18963,0
NC,2018,white,hisp,m,55-59,19852,0
NC,2018,white,hisp,f,55-59,19852,0
NC,2018,white,hisp,m,60-64,18963,0
NC,2018,white,hisp,f,60-64,18963,0
NC,2018,white,hisp,m,65-69,16000,0
NC,2018,white,hisp,f,65-69,16000,0
NC,2018,white,hisp,m,70-74,13333,0
NC,2018,white,hisp,f,70-74,13333,0
NC,2018,white,hisp,m,75-79,9482,0
NC,2018,white,hisp,f,75-79,9482,0
NC,2018,white,hisp,m,80-84,4741,0
NC,2018,white,hisp,f,80-84,7111,0
NC,2018,white,hisp,m,85+,4978,0
NC,2018,white,hisp,f,85+,7467,0
NC,2018,black,hisp,m,0-4,1104,0
NC,2018,black,hisp,f,0-4,1104,0
NC,2018,black,hisp,m,5-9,1143,0
NC,2018,black,hisp,f,5-9,1143,0
NC,2018,black,hisp,m,10-14,1219,0
NC,2018,black,hisp,f,10-14,1219,0
NC,2018,black,hisp,m,15-19,1219,0
NC,2018,black,hisp,f,15-19,1219,0
NC,2018,black,hisp,m,20-24,1257,0
NC,2018,black,hisp,f,20-24,1257,0
NC,2018,black,hisp,m,25-29,1333,0
NC,2018,black,hisp,f,25-29,1333,0
NC,2018,black,hisp,m,30-34,1333,0
NC,2018,black,hisp,f,30-34,1333,0
NC,2018,black,hisp,m,35-39,1295,0
NC,2018,black,hisp,f,35-39,1295,0
NC,2018,black,hisp,m,40-44,1200,0
NC,2018,black,hisp,f,40-44,1200,0
NC,2018,black,hisp,m,45-49,1143,0
NC,2018,black,hisp,f,45-49,1143,0
NC,2018,black,hisp,m,50-54,1219,0
NC,2018,black,hisp,f,50-54,1219,0
NC,2018,black,hisp,m,55-59,1276,0
NC,2018,black,hisp,f,55-59,1276,0
NC,2018,black,hisp,m,60-64,1219,0
NC,2018,black,hisp,f,60-64,1219,0
NC,2018,black,hisp,m,65-69,1028,0
NC,2018,black,hisp,f,65-69,1028,0
NC,2018,black,hisp,m,70-74,857,0
NC,2018,black,hisp,f,70-74,857,0
NC,2018,black,hisp,m,75-79,609,0
NC,2018,black,hisp,f,75-79,609,0
NC,2018,black,hisp,m,80-84,305,0
NC,2018,black,hisp,f,80-84,457,0
NC,2018,black,hisp,m,85+,320,0
NC,2018,black,hisp,f,85+,480,0
NC,2018,asian,hisp,m,0-4,88,0
NC,2018,asian,hisp,f,0-4,88,0
NC,2018,asian,hisp,m,5-9,91,0
NC,2018,asian,hisp,f,5-9,91,0
NC,2018,asian,hisp,m,10-14,97,0
NC,2018,asian,hisp,f,10-14,97,0
NC,2018,asian,hisp,m,15-19,97,0
NC,2018,asian,hisp,f,15-19,97,0
NC,2018,asian,hisp,m,20-24,100,0
NC,2018,asian,hisp,f,20-24,100,0
NC,2018,asian,hisp,m,25-29,106,0
NC,2018,asian,hisp,f,25-29,106,0
NC,2018,asian,hisp,m,30-34,106,0
NC,2018,asian,hisp,f,30-34,106,0
NC,2018,asian,hisp,m,35-39,103,0
NC,2018,asian,hisp,f,35-39,103,0
NC,2018,asian,hisp,m,40-44,95,0
NC,2018,asian,hisp,f,40-44,95,0
NC,2018,asian,hisp,m,45-49,91,0
NC,2018,asian,hisp,f,45-49,91,0
NC,2018,asian,hisp,m,50-54,97,0
NC,2018,asian,hisp,f,50-54,97,0
NC,2018,asian,hisp,m,55-59,102,0
NC,2018,asian,hisp,f,55-59,102,0
NC,2018,asian,hisp,m,60-64,97,0
NC,2018,asian,hisp,f,60-64,97,0
NC,2018,asian,hisp,m,65-69,82,0
NC,2018,asian,hisp,f,65-69,82,0
NC,2018,asian,hisp,m,70-74,68,0
NC,2018,asian,hisp,f,70-74,68,0
NC,2018,asian,hisp,m,75-79,48,0
NC,2018,asian,hisp,f,75-79,48,0
NC,2018,asian,hisp,m,80-84,24,0
NC,2018,asian,hisp,f,80-84,36,0
NC,2018,asian,hisp,m,85+,25,0
NC,2018,asian,hisp,f,85+,38,0
NC,2018,other,hisp,m,0-4,10493,0
NC,2018,other,hisp,f,0-4,10493,0
NC,2018,other,hisp,m,5-9,10855,0
NC,2018,other,hisp,f,5-9,10855,0
NC,2018,other,hisp,m,10-14,11578,0
NC,2018,other,hisp,f,10-14,11578,0
NC,2018,other,hisp,m,15-19,11578,0
NC,2018,other,hisp,f,15-19,11578,0
NC,2018,other,hisp,m,20-24,11940,0
NC,2018,other,hisp,f,20-24,11940,0
NC,2018,other,hisp,m,25-29,12664,0
NC,2018,other,hisp,f,25-29,12664,0
NC,2018,other,hisp,m,30-34,12664,0
NC,2018,other,hisp,f,30-34,12664,0
NC,2018,other,hisp,m,35-39,12302,0
NC,2018,other,hisp,f,35-39,12302,0
NC,2018,other,hisp,m,40-44,11397,0
NC,2018,other,hisp,f,40-44,11397,0
NC,2018,other,hisp,m,45-49,10855,0
NC,2018,other,hisp,f,45-49,10855,0
NC,2018,other,hisp,m,50-54,11578,0
NC,2018,other,hisp,f,50-54,11578,0
NC,2018,other,hisp,m,55-59,12121,0
NC,2018,other,hisp,f,55-59,12121,0
NC,2018,other,hisp,m,60-64,11578,0
NC,2018,other,hisp,f,60-64,11578,0
NC,2018,other,hisp,m,65-69,9769,0
NC,2018,other,hisp,f,65-69,9769,0
NC,2018,other,hisp,m,70-74,8141,0
NC,2018,other,hisp,f,70-74,8141,0
NC,2018,other,hisp,m,75-79,5789,0
NC,2018,other,hisp,f,75-79,5789,0
NC,2018,other,hisp,m,80-84,2895,0
NC,2018,other,hisp,f,80-84,4342,0
NC,2018,other,hisp,m,85+,3039,0
NC,2018,other,hisp,f,85+,4559,0
ND,2018,white,non-hisp,m,0-4,18472,0
ND,2018,white,non-hisp,f,0-4,18472,0
ND,2018,white,non-hisp,m,5-9,19109,0
ND,2018,white,non-hisp,f,5-9,19109,0
ND,2018,white,non-hisp,m,10-14,20382,0
ND,2018,white,non-hisp,f,10-14,20382,0
ND,2018,white,non-hisp,m,15-19,20382,0
ND,2018,white,non-hisp,f,15-19,20382,0
ND,2018,white,non-hisp,m,20-24,21019,0
ND,2018,white,non-hisp,f,20-24,21019,0
ND,2018,white,non-hisp,m,25-29,22293,0
ND,2018,white,non-hisp,f,25-29,22293,0
ND,2018,white,non-hisp,m,30-34,22293,0
ND,2018,white,non-hisp,f,30-34,22293,0
ND,2018,white,non-hisp,m,35-39,21656,0
ND,2018,white,non-hisp,f,35-39,21656,0
ND,2018,white,non-hisp,m,40-44,20064,0
ND,2018,white,non-hisp,f,40-44,20064,0
ND,2018,white,non-hisp,m,45-49,19109,0
ND,2018,white,non-hisp,f,45-49,19109,0
ND,2018,white,non-hisp,m,50-54,20382,0
ND,2018,white,non-hisp,f,50-54,20382,0
ND,2018,white,non-hisp,m,55-59,21338,0
ND,2018,white,non-hisp,f,55-59,21338,0
ND,2018,white,non-hisp,m,60-64,20382,0
ND,2018,white,non-hisp,f,60-64,20382,0
ND,2018,white,non-hisp,m,65-69,17198,0
ND,2018,white,non-hisp,f,65-69,17198,0
ND,2018,white,non-hisp,m,70-74,14331,0
ND,2018,white,non-hisp,f,70-74,14331,0
ND,2018,white,non-hisp,m,75-79,10191,0
ND,2018,white,non-hisp,f,75-79,10191,0
ND,2018,white,non-hisp,m,80-84,5096,0
ND,2018,white,non-hisp,f,80-84,7643,0
ND,2018,white,non-hisp,m,85+,5350,0
ND,2018,white,non-hisp,f,85+,8026,0
ND,2018,black,non-hisp,m,0-4,741,0
ND,2018,black,non-hisp,f,0-4,741,0
ND,2018,black,non-hisp,m,5-9,766,0
ND,2018,black,non-hisp,f,5-9,766,0
ND,2018,black,non-hisp,m,10-14,817,0
ND,2018,black,non-hisp,f,10-14,817,0
ND,2018,black,non-hisp,m,15-19,817,0
ND,2018,black,non-hisp,f,15-19,817,0
ND,2018,black,non-hisp,m,20-24,843,0
ND,2018,black,non-hisp,f,20-24,843,0
ND,2018,black,non-hisp,m,25-29,894,0
ND,2018,black,non-hisp,f,25-29,894,0
ND,2018,black,non-hisp,m,30-34,894,0
ND,2018,black,non-hisp,f,30-34,894,0
ND,2018,black,non-hisp,m,35-39,868,0
ND,2018,black,non-hisp,f,35-39,868,0
ND,2018,black,non-hisp,m,40-44,805,0
ND,2018,black,non-hisp,f,40-44,805,0
ND,2018,black,non-hisp,m,45-49,766,0
ND,2018,black,non-hisp,f,45-49,766,0
ND,2018,black,non-hisp,m,50-54,817,0
ND,2018,black,non-hisp,f,50-54,817,0
ND,2018,black,non-hisp,m,55-59,856,0
ND,2018,black,non-hisp,f,55-59,856,0
ND,2018,black,non-hisp,m,60-64,817,0
ND,2018,black,non-hisp,f,60-64,817,0
ND,2018,black,non-hisp,m,65-69,690,0
ND,2018,black,non-hisp,f,65-69,690,0
ND,2018,black,non-hisp,m,70-74,575,0
ND,2018,black,non-hisp,f,70-74,575,0
ND,2018,black,non-hisp,m,75-79,409,0
ND,2018,black,non-hisp,f,75-79,409,0
ND,2018,black,non-hisp,m,80-84,204,0
ND,2018,black,non-hisp,f,80-84,306,0
ND,2018,black,non-hisp,m,85+,215,0
ND,2018,black,non-hisp,f,85+,322,0
ND,2018,asian,non-hisp,m,0-4,396,0
ND,2018,asian,non-hisp,f,0-4,396,0
ND,2018,asian,non-hisp,m,5-9,409,0
ND,2018,asian,non-hisp,f,5-9,409,0
ND,2018,asian,non-hisp,m,10-14,437,0
ND,2018,asian,non-hisp,f,10-14,437,0
ND,2018,asian,non-hisp,m,15-19,437,0
ND,2018,asian,non-hisp,f,15-19,437,0
ND,2018,asian,non-hisp,m,20-24,450,0
ND,2018,asian,non-hisp,f,20-24,450,0
ND,2018,asian,non-hisp,m,25-29,477,0
ND,2018,asian,non-hisp,f,25-29,477,0
ND,2018,asian,non-hisp,m,30-34,477,0
ND,2018,asian,non-hisp,f,30-34,477,0
ND,2018,asian,non-hisp,m,35-39,464,0
ND,2018,asian,non-hisp,f,35-39,464,0
ND,2018,asian,non-hisp,m,40-44,430,0
ND,2018,asian,non-hisp,f,40-44,430,0
ND,2018,asian,non-hisp,m,45-49,409,0
ND,2018,asian,non-hisp,f,45-49,409,0
ND,2018,asian,non-hisp,m,50-54,437,0
ND,2018,asian,non-hisp,f,50-54,437,0
ND,2018,asian,non-hisp,m,55-59,457,0
ND,2018,asian,non-hisp,f,55-59,457,0
ND,2018,asian,non-hisp,m,60-64,437,0
ND,2018,asian,non-hisp,f,60-64,437,0
ND,2018,asian,non-hisp,m,65-69,368,0
ND,2018,asian,non-hisp,f,65-69,368,0
ND,2018,asian,non-hisp,m,70-74,307,0
ND,2018,asian,non-hisp,f,70-74,307,0
ND,2018,asian,non-hisp,m,75-79,218,0
ND,2018,asian,non-hisp,f,75-79,218,0
ND,2018,asian,non-hisp,m,80-84,109,0
ND,2018,asian,non-hisp,f,80-84,164,0
ND,2018,asian,non-hisp,m,85+,115,0
ND,2018,asian,non-hisp,f,85+,172,0
ND,2018,other,non-hisp,m,0-4,1638,0
ND,2018,other,non-hisp,f,0-4,1638,0
ND,2018,other,non-hisp,m,5-9,1695,0
ND,2018,other,non-hisp,f,5-9,1695,0
ND,2018,other,non-hisp,m,10-14,1808,0
ND,2018,other,non-hisp,f,10-14,1808,0
ND,2018,other,non-hisp,m,15-19,1808,0
ND,2018,other,non-hisp,f,15-19,1808,0
ND,2018,other,non-hisp,m,20-24,1864,0
ND,2018,other,non-hisp,f,20-24,1864,0
ND,2018,other,non-hisp,m,25-29,1977,0
ND,2018,other,non-hisp,f,25-29,1977,0
ND,2018,other,non-hisp,m,30-34,1977,0
ND,2018,other,non-hisp,f,30-34,1977,0
ND,2018,other,non-hisp,m,35-39,1921,0
ND,2018,other,non-hisp,f,35-39,1921,0
ND,2018,other,non-hisp,m,40-44,1780,0
ND,2018,other,non-hisp,f,40-44,1780,0
ND,2018,other,non-hisp,m,45-49,1695,0
ND,2018,other,non-hisp,f,45-49,1695,0
ND,2018,other,non-hisp,m,50-54,1808,0
ND,2018,other,non-hisp,f,50-54,1808,0
ND,2018,other,non-hisp,m,55-59,1893,0
ND,2018,other,non-hisp,f,55-59,1893,0
ND,2018,other,non-hisp,m,60-64,1808,0
ND,2018,other,non-hisp,f,60-64,1808,0
ND,2018,other,non-hisp,m,65-69,1525,0
ND,2018,other,non-hisp,f,65-69,1525,0
ND,2018,other,non-hisp,m,70-74,1271,0
ND,2018,other,non-hisp,f,70-74,1271,0
ND,2018,other,non-hisp,m,75-79,904,0
ND,2018,other,non-hisp,f,75-79,904,0
ND,2018,other,non-hisp,m,80-84,452,0
ND,2018,other,non-hisp,f,80-84,678,0
ND,2018,other,non-hisp,m,85+,475,0
ND,2018,other,non-hisp,f,85+,712,0
ND,2018,white,hisp,m,0-4,427,0
ND,2018,white,hisp,f,0-4,427,0
ND,2018,white,hisp,m,5-9,442,0
ND,2018,white,hisp,f,5-9,442,0
ND,2018,white,hisp,m,10-14,472,0
ND,2018,white,hisp,f,10-14,472,0
ND,2018,white,hisp,m,15-19,472,0
ND,2018,white,hisp,f,15-19,472,0
ND,2018,white,hisp,m,20-24,486,0
ND,2018,white,hisp,f,20-24,486,0
ND,2018,white,hisp,m,25-29,516,0
ND,2018,white,hisp,f,25-29,516,0
ND,2018,white,hisp,m,30-34,516,0
ND,2018,white,hisp,f,30-34,516,0
ND,2018,white,hisp,m,35-39,501,0
ND,2018,white,hisp,f,35-39,501,0
ND,2018,white,hisp,m,40-44,464,0
ND,2018,white,hisp,f,40-44,464,0
ND,2018,white,hisp,m,45-49,442,0
ND,2018,white,hisp,f,45-49,442,0
ND,2018,white,hisp,m,50-54,472,0
ND,2018,white,hisp,f,50-54,472,0
ND,2018,white,hisp,m,55-59,494,0
ND,2018,white,hisp,f,55-59,494,0
ND,2018,white,hisp,m,60-64,472,0
ND,2018,white,hisp,f,60-64,472,0
ND,2018,white,hisp,m,65-69,398,0
ND,2018,white,hisp,f,65-69,398,0
ND,2018,white,hisp,m,70-74,332,0
ND,2018,white,hisp,f,70-74,332,0
ND,2018,white,hisp,m,75-79,236,0
ND,2018,white,hisp,f,75-79,236,0
ND,2018,white,hisp,m,80-84,118,0
ND,2018,white,hisp,f,80-84,177,0
ND,2018,white,hisp,m,85+,124,0
ND,2018,white,hisp,f,85+,186,0
ND,2018,black,hisp,m,0-4,10,0
ND,2018,black,hisp,f,0-4,10,0
ND,2018,black,hisp,m,5-9,11,0
ND,2018,black,hisp,f,5-9,11,0
ND,2018,black,hisp,m,10-14,11,0
ND,2018,black,hisp,f,10-14,11,0
ND,2018,black,hisp,m,15-19,11,0
ND,2018,black,hisp,f,15-19,11,0
ND,2018,black,hisp,m,20-24,12,0
ND,2018,black,hisp,f,20-24,12,0
ND,2018,black,hisp,m,25-29,12,0
ND,2018,black,hisp,f,25-29,12,0
ND,2018,black,hisp,m,30-34,12,0
ND,2018,black,hisp,f,30-34,12,0
ND,2018,black,hisp,m,35-39,12,0
ND,2018,black,hisp,f,35-39,12,0
ND,2018,black,hisp,m,40-44,11,0
ND,2018,black,hisp,f,40-44,11,0
ND,2018,black,hisp,m,45-49,11,0
ND,2018,black,hisp,f,45-49,11,0
ND,2018,black,hisp,m,50-54,11,0
ND,2018,black,hisp,f,50-54,11,0
ND,2018,black,hisp,m,55-59,12,0
ND,2018,black,hisp,f,55-59,12,0
ND,2018,black,hisp,m,60-64,11,0
ND,2018,black,hisp,f,60-64,11,0
ND,2018,black,hisp,m,65-69,10,0
ND,2018,black,hisp,f,65-69,10,0
ND,2018,black,hisp,m,70-74,8,0
ND,2018,black,hisp,f,70-74,8,0
ND,2018,black,hisp,m,75-79,6,0
ND,2018,black,hisp,f,75-79,6,0
ND,2018,black,hisp,m,80-84,3,0
ND,2018,black,hisp,f,80-84,4,0
ND,2018,black,hisp,m,85+,3,0
ND,2018,black,hisp,f,85+,4,0
ND,2018,asian,hisp,m,0-4,3,0
ND,2018,asian,hisp,f,0-4,3,0
ND,2018,asian,hisp,m,5-9,3,0
ND,2018,asian,hisp,f,5-9,3,0
ND,2018,asian,hisp,m,10-14,3,0
ND,2018,asian,hisp,f,10-14,3,0
ND,2018,asian,hisp,m,15-19,3,0
ND,2018,asian,hisp,f,15-19,3,0
ND,2018,asian,hisp,m,20-24,4,0
ND,2018,asian,hisp,f,20-24,4,0
ND,2018,asian,hisp,m,25-29,4,0
ND,2018,asian,hisp,f,25-29,4,0
ND,2018,asian,hisp,m,30-34,4,0
ND,2018,asian,hisp,f,30-34,4,0
ND,2018,asian,hisp,m,35-39,4,0
ND,2018,asian,hisp,f,35-39,4,0
ND,2018,asian,hisp,m,40-44,3,0
ND,2018,asian,hisp,f,40-44,3,0
ND,2018,asian,hisp,m,45-49,3,0
ND,2018,asian,hisp,f,45-49,3,0
ND,2018,asian,hisp,m,50-54,3,0
ND,2018,asian,hisp,f,50-54,3,0
ND,2018,asian,hisp,m,55-59,4,0
ND,2018,asian,hisp,f,55-59,4,0
ND,2018,asian,hisp,m,60-64,3,0
ND,2018,asian,hisp,f,60-64,3,0
ND,2018,asian,hisp,m,65-69,3,0
ND,2018,asian,hisp,f,65-69,3,0
ND,2018,asian,hisp,m,70-74,2,0
ND,2018,asian,hisp,f,70-74,2,0
ND,2018,asian,hisp,m,75-79,2,0
ND,2018,asian,hisp,f,75-79,2,0
ND,2018,asian,hisp,m,80-84,1,0
ND,2018,asian,hisp,f,80-84,1,0
ND,2018,asian,hisp,m,85+,1,0
ND,2018,asian,hisp,f,85+,1,0
ND,2018,other,hisp,m,0-4,355,0
ND,2018,other,hisp,f,0-4,355,0
ND,2018,other,hisp,m,5-9,367,0
ND,2018,other,hisp,f,5-9,367,0
ND,2018,other,hisp,m,10-14,392,0
ND,2018,other,hisp,f,10-14,392,0
ND,2018,other,hisp,m,15-19,392,0
ND,2018,other,hisp,f,15-19,392,0
ND,2018,other,hisp,m,20-24,404,0
ND,2018,other,hisp,f,20-24,404,0
ND,2018,other,hisp,m,25-29,429,0
ND,2018,other,hisp,f,25-29,429,0
ND,2018,other,hisp,m,30-34,429,0
ND,2018,other,hisp,f,30-34,429,0
ND,2018,other,hisp,m,35-39,416,0
ND,2018,other,hisp,f,35-39,416,0
ND,2018,other,hisp,m,40-44,386,0
ND,2018,other,hisp,f,40-44,386,0
ND,2018,other,hisp,m,45-49,367,0
ND,2018,other,hisp,f,45-49,367,0
ND,2018,other,hisp,m,50-54,392,0
ND,2018,other,hisp,f,50-54,392,0
ND,2018,other,hisp,m,55-59,410,0
ND,2018,other,hisp,f,55-59,410,0
ND,2018,other,hisp,m,60-64,392,0
ND,2018,other,hisp,f,60-64,392,0
ND,2018,other,hisp,m,65-69,331,0
ND,2018,other,hisp,f,65-69,331,0
ND,2018,other,hisp,m,70-74,276,0
ND,2018,other,hisp,f,70-74,276,0
ND,2018,other,hisp,m,75-79,196,0
ND,2018,other,hisp,f,75-79,196,0
ND,2018,other,hisp,m,80-84,98,0
ND,2018,other,hisp,f,80-84,147,0
ND,2018,other,hisp,m,85+,103,0
ND,2018,other,hisp,f,85+,154,0
OH,2018,white,non-hisp,m,0-4,266289,0
OH,2018,white,non-hisp,f,0-4,266289,0
OH,2018,white,non-hisp,m,5-9,275471,0
OH,2018,white,non-hisp,f,5-9,275471,0
OH,2018,white,non-hisp,m,10-14,293836,0
OH,2018,white,non-hisp,f,10-14,293836,0
OH,2018,white,non-hisp,m,15-19,293836,0
OH,2018,white,non-hisp,f,15-19,293836,0
OH,2018,white,non-hisp,m,20-24,303019,0
OH,2018,white,non-hisp,f,20-24,303019,0
OH,2018,white,non-hisp,m,25-29,321383,0
OH,2018,white,non-hisp,f,25-29,321383,0
OH,2018,white,non-hisp,m,30-34,321383,0
OH,2018,white,non-hisp,f,30-34,321383,0
OH,2018,white,non-hisp,m,35-39,312201,0
OH,2018,white,non-hisp,f,35-39,312201,0
OH,2018,white,non-hisp,m,40-44,289245,0
OH,2018,white,non-hisp,f,40-44,289245,0
OH,2018,white,non-hisp,m,45-49,275471,0
OH,2018,white,non-hisp,f,45-49,275471,0
OH,2018,white,non-hisp,m,50-54,293836,0
OH,2018,white,non-hisp,f,50-54,293836,0
OH,2018,white,non-hisp,m,55-59,307610,0
OH,2018,white,non-hisp,f,55-59,307610,0
OH,2018,white,non-hisp,m,60-64,293836,0
OH,2018,white,non-hisp,f,60-64,293836,0
OH,2018,white,non-hisp,m,65-69,247924,0
OH,2018,white,non-hisp,f,65-69,247924,0
OH,2018,white,non-hisp,m,70-74,206604,0
OH,2018,white,non-hisp,f,70-74,206604,0
OH,2018,white,non-hisp,m,75-79,146918,0
OH,2018,white,non-hisp,f,75-79,146918,0
OH,2018,white,non-hisp,m,80-84,73459,0
OH,2018,white,non-hisp,f,80-84,110189,0
OH,2018,white,non-hisp,m,85+,77132,0
OH,2018,white,non-hisp,f,85+,115698,0
OH,2018,black,non-hisp,m,0-4,41352,0
OH,2018,black,non-hisp,f,0-4,41352,0
OH,2018,black,non-hisp,m,5-9,42778,0
OH,2018,black,non-hisp,f,5-9,42778,0
OH,2018,black,non-hisp,m,10-14,45630,0
OH,2018,black,non-hisp,f,10-14,45630,0
OH,2018,black,non-hisp,m,15-19,45630,0
OH,2018,black,non-hisp,f,15-19,45630,0
OH,2018,black,non-hisp,m,20-24,47056,0
OH,2018,black,non-hisp,f,20-24,47056,0
OH,2018,black,non-hisp,m,25-29,49908,0
OH,2018,black,non-hisp,f,25-29,49908,0
OH,2018,black,non-hisp,m,30-34,49908,0
OH,2018,black,non-hisp,f,30-34,49908,0
OH,2018,black,non-hisp,m,35-39,48482,0
OH,2018,black,non-hisp,f,35-39,48482,0
OH,2018,black,non-hisp,m,40-44,44917,0
OH,2018,black,non-hisp,f,40-44,44917,0
OH,2018,black,non-hisp,m,45-49,42778,0
OH,2018,black,non-hisp,f,45-49,42778,0
OH,2018,black,non-hisp,m,50-54,45630,0
OH,2018,black,non-hisp,f,50-54,45630,0
OH,2018,black,non-hisp,m,55-59,47769,0
OH,2018,black,non-hisp,f,55-59,47769,0
OH,2018,black,non-hisp,m,60-64,45630,0
OH,2018,black,non-hisp,f,60-64,45630,0
OH,2018,black,non-hisp,m,65-69,38500,0
OH,2018,black,non-hisp,f,65-69,38500,0
OH,2018,black,non-hisp,m,70-74,32083,0
OH,2018,black,non-hisp,f,70-74,32083,0
OH,2018,black,non-hisp,m,75-79,22815,0
OH,2018,black,non-hisp,f,75-79,22815,0
OH,2018,black,non-hisp,m,80-84,11407,0
OH,2018,black,non-hisp,f,80-84,17111,0
OH,2018,black,non-hisp,m,85+,11978,0
OH,2018,black,non-hisp,f,85+,17967,0
OH,2018,asian,non-hisp,m,0-4,7810,0
OH,2018,asian,non-hisp,f,0-4,7810,0
OH,2018,asian,non-hisp,m,5-9,8079,0
OH,2018,asian,non-hisp,f,5-9,8079,0
OH,2018,asian,non-hisp,m,10-14,8618,0
OH,2018,asian,non-hisp,f,10-14,8618,0
OH,2018,asian,non-hisp,m,15-19,8618,0
OH,2018,asian,non-hisp,f,15-19,8618,0
OH,2018,asian,non-hisp,m,20-24,8887,0
OH,2018,asian,non-hisp,f,20-24,8887,0
OH,2018,asian,non-hisp,m,25-29,9426,0
OH,2018,asian,non-hisp,f,25-29,9426,0
OH,2018,asian,non-hisp,m,30-34,9426,0
OH,2018,asian,non-hisp,f,30-34,9426,0
OH,2018,asian,non-hisp,m,35-39,9157,0
OH,2018,asian,non-hisp,f,35-39,9157,0
OH,2018,asian,non-hisp,m,40-44,8483,0
OH,2018,asian,non-hisp,f,40-44,8483,0
OH,2018,asian,non-hisp,m,45-49,8079,0
OH,2018,asian,non-hisp,f,45-49,8079,0
OH,2018,asian,non-hisp,m,50-54,8618,0
OH,2018,asian,non-hisp,f,50-54,8618,0
OH,2018,asian,non-hisp,m,55-59,9022,0
OH,2018,asian,non-hisp,f,55-59,9022,0
OH,2018,asian,non-hisp,m,60-64,8618,0
OH,2018,asian,non-hisp,f,60-64,8618,0
OH,2018,asian,non-hisp,m,65-69,7271,0
OH,2018,asian,non-hisp,f,65-69,7271,0
OH,2018,asian,non-hisp,m,70-74,6060,0
OH,2018,asian,non-hisp,f,70-74,6060,0
OH,2018,asian,non-hisp,m,75-79,4309,0
OH,2018,asian,non-hisp,f,75-79,4309,0
OH,2018,asian,non-hisp,m,80-84,2155,0
OH,2018,asian,non-hisp,f,80-84,3232,0
OH,2018,asian,non-hisp,m,85+,2262,0
OH,2018,asian,non-hisp,f,85+,3393,0
OH,2018,other,non-hisp,m,0-4,10321,0
OH,2018,other,non-hisp,f,0-4,10321,0
OH,2018,other,non-hisp,m,5-9,10677,0
OH,2018,other,non-hisp,f,5-9,10677,0
OH,2018,other,non-hisp,m,10-14,11389,0
OH,2018,other,non-hisp,f,10-14,11389,0
OH,2018,other,non-hisp,m,15-19,11389,0
OH,2018,other,non-hisp,f,15-19,11389,0
OH,2018,other,non-hisp,m,20-24,11745,0
OH,2018,other,non-hisp,f,20-24,11745,0
OH,2018,other,non-hisp,m,25-29,12456,0
OH,2018,other,non-hisp,f,25-29,12456,0
OH,2018,other,non-hisp,m,30-34,12456,0
OH,2018,other,non-hisp,f,30-34,12456,0
OH,2018,other,non-hisp,m,35-39,12100,0
OH,2018,other,non-hisp,f,35-39,12100,0
OH,2018,other,non-hisp,m,40-44,11211,0
OH,2018,other,non-hisp,f,40-44,11211,0
OH,2018,other,non-hisp,m,45-49,10677,0
OH,2018,other,non-hisp,f,45-49,10677,0
OH,2018,other,non-hisp,m,50-54,11389,0
OH,2018,other,non-hisp,f,50-54,11389,0
OH,2018,other,non-hisp,m,55-59,11923,0
OH,2018,other,non-hisp,f,55-59,11923,0
OH,2018,other,non-hisp,m,60-64,11389,0
OH,2018,other,non-hisp,f,60-64,11389,0
OH,2018,other,non-hisp,m,65-69,9609,0
OH,2018,other,non-hisp,f,65-69,9609,0
OH,2018,other,non-hisp,m,70-74,8008,0
OH,2018,other,non-hisp,f,70-74,8008,0
OH,2018,other,non-hisp,m,75-79,5694,0
OH,2018,other,non-hisp,f,75-79,5694,0
OH,2018,other,non-hisp,m,80-84,2847,0
OH,2018,other,non-hisp,f,80-84,4271,0
OH,2018,other,non-hisp,m,85+,2990,0
OH,2018,other,non-hisp,f,85+,4484,0
OH,2018,white,hisp,m,0-4,8368,0
OH,2018,white,hisp,f,0-4,8368,0
OH,2018,white,hisp,m,5-9,8657,0
OH,2018,white,hisp,f,5-9,8657,0
OH,2018,white,hisp,m,10-14,9234,0
OH,2018,white,hisp,f,10-14,9234,0
OH,2018,white,hisp,m,15-19,9234,0
OH,2018,white,hisp,f,15-19,9234,0
OH,2018,white,hisp,m,20-24,9522,0
OH,2018,white,hisp,f,20-24,9522,0
OH,2018,white,hisp,m,25-29,10099,0
OH,2018,white,hisp,f,25-29,10099,0
OH,2018,white,hisp,m,30-34,10099,0
OH,2018,white,hisp,f,30-34,10099,0
OH,2018,white,hisp,m,35-39,9811,0
OH,2018,white,hisp,f,35-39,9811,0
OH,2018,white,hisp,m,40-44,9090,0
OH,2018,white,hisp,f,40-44,9090,0
OH,2018,white,hisp,m,45-49,8657,0
OH,2018,white,hisp,f,45-49,8657,0
OH,2018,white,hisp,m,50-54,9234,0
