state_code,year,race,origin,sex,age_group,net_migration,migration_rate,source
HI,2023,asian,hisp,m,20-24,,0.00877,synthetic_seed
HI,2023,asian,hisp,m,25-29,,0.01007,synthetic_seed
HI,2023,asian,hisp,m,30-34,,0.0102,synthetic_seed
HI,2023,asian,hisp,m,35-39,,0.00983,synthetic_seed
HI,2023,asian,hisp,m,40-44,,0.00967,synthetic_seed
HI,2023,asian,hisp,m,45-49,,0.00461,synthetic_seed
HI,2023,asian,hisp,m,50-54,,0.00542,synthetic_seed
HI,2023,asian,hisp,m,55-59,,0.00264,synthetic_seed
HI,2023,asian,hisp,m,60-64,,0.00212,synthetic_seed
HI,2023,asian,hisp,m,65-69,,0.00253,synthetic_seed
HI,2023,asian,hisp,m,70-74,,0.00193,synthetic_seed
HI,2023,asian,hisp,m,75-79,,0.00253,synthetic_seed
HI,2023,asian,hisp,m,80-84,,0.00247,synthetic_seed
HI,2023,asian,hisp,m,85+,,0.00226,synthetic_seed
HI,2023,asian,hisp,f,0-4,,0.00153,synthetic_seed
HI,2023,asian,hisp,f,5-9,,0.00136,synthetic_seed
HI,2023,asian,hisp,f,10-14,,0.00175,synthetic_seed
HI,2023,asian,hisp,f,15-19,,0.00514,synthetic_seed
HI,2023,asian,hisp,f,20-24,,0.00878,synthetic_seed
HI,2023,asian,hisp,f,25-29,,0.01056,synthetic_seed
HI,2023,asian,hisp,f,30-34,,0.00982,synthetic_seed
HI,2023,asian,hisp,f,35-39,,0.01099,synthetic_seed
HI,2023,asian,hisp,f,40-44,,0.00946,synthetic_seed
HI,2023,asian,hisp,f,45-49,,0.00621,synthetic_seed
HI,2023,asian,hisp,f,50-54,,0.0052,synthetic_seed
HI,2023,asian,hisp,f,55-59,,0.00237,synthetic_seed
HI,2023,asian,hisp,f,60-64,,0.00213,synthetic_seed
HI,2023,asian,hisp,f,65-69,,0.00154,synthetic_seed
HI,2023,asian,hisp,f,70-74,,0.00218,synthetic_seed
HI,2023,asian,hisp,f,75-79,,0.00153,synthetic_seed
HI,2023,asian,hisp,f,80-84,,0.00193,synthetic_seed
HI,2023,asian,hisp,f,85+,,0.00172,synthetic_seed
HI,2023,other,non-hisp,m,0-4,,0.00166,synthetic_seed
HI,2023,other,non-hisp,m,5-9,,0.00202,synthetic_seed
HI,2023,other,non-hisp,m,10-14,,0.00192,synthetic_seed
HI,2023,other,non-hisp,m,15-19,,0.00336,synthetic_seed
HI,2023,other,non-hisp,m,20-24,,0.01099,synthetic_seed
HI,2023,other,non-hisp,m,25-29,,0.01042,synthetic_seed
HI,2023,other,non-hisp,m,30-34,,0.00933,synthetic_seed
HI,2023,other,non-hisp,m,35-39,,0.0105,synthetic_seed
HI,2023,other,non-hisp,m,40-44,,0.00846,synthetic_seed
HI,2023,other,non-hisp,m,45-49,,0.00735,synthetic_seed
HI,2023,other,non-hisp,m,50-54,,0.00597,synthetic_seed
HI,2023,other,non-hisp,m,55-59,,0.00187,synthetic_seed
HI,2023,other,non-hisp,m,60-64,,0.00244,synthetic_seed
HI,2023,other,non-hisp,m,65-69,,0.00211,synthetic_seed
HI,2023,other,non-hisp,m,70-74,,0.00203,synthetic_seed
HI,2023,other,non-hisp,m,75-79,,0.00215,synthetic_seed
HI,2023,other,non-hisp,m,80-84,,0.00187,synthetic_seed
HI,2023,other,non-hisp,m,85+,,0.0024,synthetic_seed
HI,2023,other,non-hisp,f,0-4,,0.00167,synthetic_seed
HI,2023,other,non-hisp,f,5-9,,0.00256,synthetic_seed
HI,2023,other,non-hisp,f,10-14,,0.00173,synthetic_seed
HI,2023,other,non-hisp,f,15-19,,0.00483,synthetic_seed
HI,2023,other,non-hisp,f,20-24,,0.01096,synthetic_seed
HI,2023,other,non-hisp,f,25-29,,0.01047,synthetic_seed
HI,2023,other,non-hisp,f,30-34,,0.00664,synthetic_seed
HI,2023,other,non-hisp,f,35-39,,0.00698,synthetic_seed
HI,2023,other,non-hisp,f,40-44,,0.0083,synthetic_seed
HI,2023,other,non-hisp,f,45-49,,0.00517,synthetic_seed
HI,2023,other,non-hisp,f,50-54,,0.00504,synthetic_seed
HI,2023,other,non-hisp,f,55-59,,0.00183,synthetic_seed
HI,2023,other,non-hisp,f,60-64,,0.00227,synthetic_seed
HI,2023,other,non-hisp,f,65-69,,0.00243,synthetic_seed
HI,2023,other,non-hisp,f,70-74,,0.00197,synthetic_seed
HI,2023,other,non-hisp,f,75-79,,0.00245,synthetic_seed
HI,2023,other,non-hisp,f,80-84,,0.00171,synthetic_seed
HI,2023,other,non-hisp,f,85+,,0.00233,synthetic_seed
HI,2023,other,hisp,m,0-4,,0.00171,synthetic_seed
HI,2023,other,hisp,m,5-9,,0.00181,synthetic_seed
HI,2023,other,hisp,m,10-14,,0.00179,synthetic_seed
HI,2023,other,hisp,m,15-19,,0.00526,synthetic_seed
HI,2023,other,hisp,m,20-24,,0.01303,synthetic_seed
HI,2023,other,hisp,m,25-29,,0.00863,synthetic_seed
HI,2023,other,hisp,m,30-34,,0.00997,synthetic_seed
HI,2023,other,hisp,m,35-39,,0.01015,synthetic_seed
HI,2023,other,hisp,m,40-44,,0.01208,synthetic_seed
HI,2023,other,hisp,m,45-49,,0.00495,synthetic_seed
HI,2023,other,hisp,m,50-54,,0.00544,synthetic_seed
HI,2023,other,hisp,m,55-59,,0.00188,synthetic_seed
HI,2023,other,hisp,m,60-64,,0.002,synthetic_seed
HI,2023,other,hisp,m,65-69,,0.00214,synthetic_seed
HI,2023,other,hisp,m,70-74,,0.00149,synthetic_seed
HI,2023,other,hisp,m,75-79,,0.00224,synthetic_seed
HI,2023,other,hisp,m,80-84,,0.00219,synthetic_seed
HI,2023,other,hisp,m,85+,,0.00196,synthetic_seed
HI,2023,other,hisp,f,0-4,,0.00098,synthetic_seed
HI,2023,other,hisp,f,5-9,,0.00236,synthetic_seed
HI,2023,other,hisp,f,10-14,,0.00227,synthetic_seed
HI,2023,other,hisp,f,15-19,,0.00488,synthetic_seed
HI,2023,other,hisp,f,20-24,,0.01142,synthetic_seed
HI,2023,other,hisp,f,25-29,,0.00755,synthetic_seed
HI,2023,other,hisp,f,30-34,,0.01027,synthetic_seed
HI,2023,other,hisp,f,35-39,,0.00928,synthetic_seed
HI,2023,other,hisp,f,40-44,,0.00686,synthetic_seed
HI,2023,other,hisp,f,45-49,,0.00557,synthetic_seed
HI,2023,other,hisp,f,50-54,,0.00431,synthetic_seed
HI,2023,other,hisp,f,55-59,,0.00177,synthetic_seed
HI,2023,other,hisp,f,60-64,,0.00174,synthetic_seed
HI,2023,other,hisp,f,65-69,,0.00231,synthetic_seed
HI,2023,other,hisp,f,70-74,,0.00212,synthetic_seed
HI,2023,other,hisp,f,75-79,,0.00158,synthetic_seed
HI,2023,other,hisp,f,80-84,,0.00193,synthetic_seed
HI,2023,other,hisp,f,85+,,0.00229,synthetic_seed
ID,2023,white,non-hisp,m,0-4,,0.00421,synthetic_seed
ID,2023,white,non-hisp,m,5-9,,0.0055,synthetic_seed
ID,2023,white,non-hisp,m,10-14,,0.00568,synthetic_seed
ID,2023,white,non-hisp,m,15-19,,0.01005,synthetic_seed
ID,2023,white,non-hisp,m,20-24,,0.0215,synthetic_seed
ID,2023,white,non-hisp,m,25-29,,0.02386,synthetic_seed
ID,2023,white,non-hisp,m,30-34,,0.02186,synthetic_seed
ID,2023,white,non-hisp,m,35-39,,0.02563,synthetic_seed
ID,2023,white,non-hisp,m,40-44,,0.02226,synthetic_seed
ID,2023,white,non-hisp,m,45-49,,0.0107,synthetic_seed
ID,2023,white,non-hisp,m,50-54,,0.01353,synthetic_seed
ID,2023,white,non-hisp,m,55-59,,0.00522,synthetic_seed
ID,2023,white,non-hisp,m,60-64,,0.00544,synthetic_seed
ID,2023,white,non-hisp,m,65-69,,0.00334,synthetic_seed
ID,2023,white,non-hisp,m,70-74,,0.00632,synthetic_seed
ID,2023,white,non-hisp,m,75-79,,0.00553,synthetic_seed
ID,2023,white,non-hisp,m,80-84,,0.00374,synthetic_seed
ID,2023,white,non-hisp,m,85+,,0.00472,synthetic_seed
ID,2023,white,non-hisp,f,0-4,,0.00481,synthetic_seed
ID,2023,white,non-hisp,f,5-9,,0.0043,synthetic_seed
ID,2023,white,non-hisp,f,10-14,,0.0043,synthetic_seed
ID,2023,white,non-hisp,f,15-19,,0.01228,synthetic_seed
ID,2023,white,non-hisp,f,20-24,,0.02308,synthetic_seed
ID,2023,white,non-hisp,f,25-29,,0.02706,synthetic_seed
ID,2023,white,non-hisp,f,30-34,,0.02883,synthetic_seed
ID,2023,white,non-hisp,f,35-39,,0.02208,synthetic_seed
ID,2023,white,non-hisp,f,40-44,,0.02944,synthetic_seed
ID,2023,white,non-hisp,f,45-49,,0.01172,synthetic_seed
ID,2023,white,non-hisp,f,50-54,,0.00832,synthetic_seed
ID,2023,white,non-hisp,f,55-59,,0.00378,synthetic_seed
ID,2023,white,non-hisp,f,60-64,,0.00476,synthetic_seed
ID,2023,white,non-hisp,f,65-69,,0.00466,synthetic_seed
ID,2023,white,non-hisp,f,70-74,,0.00577,synthetic_seed
ID,2023,white,non-hisp,f,75-79,,0.00586,synthetic_seed
ID,2023,white,non-hisp,f,80-84,,0.00507,synthetic_seed
ID,2023,white,non-hisp,f,85+,,0.00348,synthetic_seed
ID,2023,white,hisp,m,0-4,,0.00556,synthetic_seed
ID,2023,white,hisp,m,5-9,,0.00572,synthetic_seed
ID,2023,white,hisp,m,10-14,,0.00536,synthetic_seed
ID,2023,white,hisp,m,15-19,,0.01006,synthetic_seed
ID,2023,white,hisp,m,20-24,,0.01571,synthetic_seed
ID,2023,white,hisp,m,25-29,,0.02682,synthetic_seed
ID,2023,white,hisp,m,30-34,,0.02516,synthetic_seed
ID,2023,white,hisp,m,35-39,,0.02294,synthetic_seed
ID,2023,white,hisp,m,40-44,,0.02722,synthetic_seed
ID,2023,white,hisp,m,45-49,,0.01201,synthetic_seed
ID,2023,white,hisp,m,50-54,,0.01138,synthetic_seed
ID,2023,white,hisp,m,55-59,,0.0056,synthetic_seed
ID,2023,white,hisp,m,60-64,,0.00538,synthetic_seed
ID,2023,white,hisp,m,65-69,,0.00418,synthetic_seed
ID,2023,white,hisp,m,70-74,,0.00364,synthetic_seed
ID,2023,white,hisp,m,75-79,,0.00561,synthetic_seed
ID,2023,white,hisp,m,80-84,,0.00394,synthetic_seed
ID,2023,white,hisp,m,85+,,0.00593,synthetic_seed
ID,2023,white,hisp,f,0-4,,0.00442,synthetic_seed
ID,2023,white,hisp,f,5-9,,0.00445,synthetic_seed
ID,2023,white,hisp,f,10-14,,0.00545,synthetic_seed
ID,2023,white,hisp,f,15-19,,0.01129,synthetic_seed
ID,2023,white,hisp,f,20-24,,0.02451,synthetic_seed
ID,2023,white,hisp,f,25-29,,0.0243,synthetic_seed
ID,2023,white,hisp,f,30-34,,0.02152,synthetic_seed
ID,2023,white,hisp,f,35-39,,0.02762,synthetic_seed
ID,2023,white,hisp,f,40-44,,0.02032,synthetic_seed
ID,2023,white,hisp,f,45-49,,0.0128,synthetic_seed
ID,2023,white,hisp,f,50-54,,0.01146,synthetic_seed
ID,2023,white,hisp,f,55-59,,0.00517,synthetic_seed
ID,2023,white,hisp,f,60-64,,0.00498,synthetic_seed
ID,2023,white,hisp,f,65-69,,0.00339,synthetic_seed
ID,2023,white,hisp,f,70-74,,0.00503,synthetic_seed
ID,2023,white,hisp,f,75-79,,0.00498,synthetic_seed
ID,2023,white,hisp,f,80-84,,0.00494,synthetic_seed
ID,2023,white,hisp,f,85+,,0.00387,synthetic_seed
ID,2023,black,non-hisp,m,0-4,,0.00481,synthetic_seed
ID,2023,black,non-hisp,m,5-9,,0.00386,synthetic_seed
ID,2023,black,non-hisp,m,10-14,,0.00486,synthetic_seed
ID,2023,black,non-hisp,m,15-19,,0.01007,synthetic_seed
ID,2023,black,non-hisp,m,20-24,,0.02507,synthetic_seed
ID,2023,black,non-hisp,m,25-29,,0.02513,synthetic_seed
ID,2023,black,non-hisp,m,30-34,,0.02489,synthetic_seed
ID,2023,black,non-hisp,m,35-39,,0.03212,synthetic_seed
ID,2023,black,non-hisp,m,40-44,,0.02634,synthetic_seed
ID,2023,black,non-hisp,m,45-49,,0.01125,synthetic_seed
ID,2023,black,non-hisp,m,50-54,,0.01316,synthetic_seed
ID,2023,black,non-hisp,m,55-59,,0.00553,synthetic_seed
ID,2023,black,non-hisp,m,60-64,,0.00396,synthetic_seed
ID,2023,black,non-hisp,m,65-69,,0.00383,synthetic_seed
ID,2023,black,non-hisp,m,70-74,,0.00466,synthetic_seed
ID,2023,black,non-hisp,m,75-79,,0.00504,synthetic_seed
ID,2023,black,non-hisp,m,80-84,,0.00474,synthetic_seed
ID,2023,black,non-hisp,m,85+,,0.00541,synthetic_seed
ID,2023,black,non-hisp,f,0-4,,0.00525,synthetic_seed
ID,2023,black,non-hisp,f,5-9,,0.00354,synthetic_seed
ID,2023,black,non-hisp,f,10-14,,0.00313,synthetic_seed
ID,2023,black,non-hisp,f,15-19,,0.01247,synthetic_seed
ID,2023,black,non-hisp,f,20-24,,0.03127,synthetic_seed
ID,2023,black,non-hisp,f,25-29,,0.01733,synthetic_seed
ID,2023,black,non-hisp,f,30-34,,0.02994,synthetic_seed
ID,2023,black,non-hisp,f,35-39,,0.01739,synthetic_seed
ID,2023,black,non-hisp,f,40-44,,0.02043,synthetic_seed
ID,2023,black,non-hisp,f,45-49,,0.01279,synthetic_seed
ID,2023,black,non-hisp,f,50-54,,0.01252,synthetic_seed
ID,2023,black,non-hisp,f,55-59,,0.00528,synthetic_seed
ID,2023,black,non-hisp,f,60-64,,0.00541,synthetic_seed
ID,2023,black,non-hisp,f,65-69,,0.00497,synthetic_seed
ID,2023,black,non-hisp,f,70-74,,0.00517,synthetic_seed
ID,2023,black,non-hisp,f,75-79,,0.0041,synthetic_seed
ID,2023,black,non-hisp,f,80-84,,0.00477,synthetic_seed
ID,2023,black,non-hisp,f,85+,,0.00553,synthetic_seed
ID,2023,black,hisp,m,0-4,,0.00568,synthetic_seed
ID,2023,black,hisp,m,5-9,,0.0041,synthetic_seed
ID,2023,black,hisp,m,10-14,,0.00626,synthetic_seed
ID,2023,black,hisp,m,15-19,,0.0121,synthetic_seed
ID,2023,black,hisp,m,20-24,,0.0185,synthetic_seed
ID,2023,black,hisp,m,25-29,,0.02632,synthetic_seed
ID,2023,black,hisp,m,30-34,,0.0192,synthetic_seed
ID,2023,black,hisp,m,35-39,,0.02857,synthetic_seed
ID,2023,black,hisp,m,40-44,,0.02088,synthetic_seed
ID,2023,black,hisp,m,45-49,,0.01059,synthetic_seed
ID,2023,black,hisp,m,50-54,,0.01175,synthetic_seed
ID,2023,black,hisp,m,55-59,,0.00382,synthetic_seed
ID,2023,black,hisp,m,60-64,,0.00603,synthetic_seed
ID,2023,black,hisp,m,65-69,,0.00551,synthetic_seed
ID,2023,black,hisp,m,70-74,,0.00406,synthetic_seed
ID,2023,black,hisp,m,75-79,,0.00584,synthetic_seed
ID,2023,black,hisp,m,80-84,,0.00437,synthetic_seed
ID,2023,black,hisp,m,85+,,0.0056,synthetic_seed
ID,2023,black,hisp,f,0-4,,0.00588,synthetic_seed
ID,2023,black,hisp,f,5-9,,0.00483,synthetic_seed
ID,2023,black,hisp,f,10-14,,0.00402,synthetic_seed
ID,2023,black,hisp,f,15-19,,0.01054,synthetic_seed
ID,2023,black,hisp,f,20-24,,0.02557,synthetic_seed
ID,2023,black,hisp,f,25-29,,0.02517,synthetic_seed
ID,2023,black,hisp,f,30-34,,0.02079,synthetic_seed
ID,2023,black,hisp,f,35-39,,0.02941,synthetic_seed
ID,2023,black,hisp,f,40-44,,0.0296,synthetic_seed
ID,2023,black,hisp,f,45-49,,0.0129,synthetic_seed
ID,2023,black,hisp,f,50-54,,0.013,synthetic_seed
ID,2023,black,hisp,f,55-59,,0.00528,synthetic_seed
ID,2023,black,hisp,f,60-64,,0.00695,synthetic_seed
ID,2023,black,hisp,f,65-69,,0.00521,synthetic_seed
ID,2023,black,hisp,f,70-74,,0.00571,synthetic_seed
ID,2023,black,hisp,f,75-79,,0.00489,synthetic_seed
ID,2023,black,hisp,f,80-84,,0.00515,synthetic_seed
ID,2023,black,hisp,f,85+,,0.00514,synthetic_seed
ID,2023,asian,non-hisp,m,0-4,,0.0037,synthetic_seed
ID,2023,asian,non-hisp,m,5-9,,0.00444,synthetic_seed
ID,2023,asian,non-hisp,m,10-14,,0.00382,synthetic_seed
ID,2023,asian,non-hisp,m,15-19,,0.0107,synthetic_seed
ID,2023,asian,non-hisp,m,20-24,,0.01923,synthetic_seed
ID,2023,asian,non-hisp,m,25-29,,0.01953,synthetic_seed
ID,2023,asian,non-hisp,m,30-34,,0.02196,synthetic_seed
ID,2023,asian,non-hisp,m,35-39,,0.0272,synthetic_seed
ID,2023,asian,non-hisp,m,40-44,,0.02192,synthetic_seed
ID,2023,asian,non-hisp,m,45-49,,0.01124,synthetic_seed
ID,2023,asian,non-hisp,m,50-54,,0.01112,synthetic_seed
ID,2023,asian,non-hisp,m,55-59,,0.00567,synthetic_seed
ID,2023,asian,non-hisp,m,60-64,,0.0053,synthetic_seed
ID,2023,asian,non-hisp,m,65-69,,0.00428,synthetic_seed
ID,2023,asian,non-hisp,m,70-74,,0.00525,synthetic_seed
ID,2023,asian,non-hisp,m,75-79,,0.00557,synthetic_seed
ID,2023,asian,non-hisp,m,80-84,,0.0045,synthetic_seed
ID,2023,asian,non-hisp,m,85+,,0.00509,synthetic_seed
ID,2023,asian,non-hisp,f,0-4,,0.00417,synthetic_seed
ID,2023,asian,non-hisp,f,5-9,,0.00675,synthetic_seed
ID,2023,asian,non-hisp,f,10-14,,0.00386,synthetic_seed
ID,2023,asian,non-hisp,f,15-19,,0.00966,synthetic_seed
ID,2023,asian,non-hisp,f,20-24,,0.02213,synthetic_seed
ID,2023,asian,non-hisp,f,25-29,,0.02874,synthetic_seed
ID,2023,asian,non-hisp,f,30-34,,0.02521,synthetic_seed
ID,2023,asian,non-hisp,f,35-39,,0.02619,synthetic_seed
ID,2023,asian,non-hisp,f,40-44,,0.0235,synthetic_seed
ID,2023,asian,non-hisp,f,45-49,,0.01102,synthetic_seed
ID,2023,asian,non-hisp,f,50-54,,0.01221,synthetic_seed
ID,2023,asian,non-hisp,f,55-59,,0.00587,synthetic_seed
ID,2023,asian,non-hisp,f,60-64,,0.00466,synthetic_seed
ID,2023,asian,non-hisp,f,65-69,,0.00439,synthetic_seed
ID,2023,asian,non-hisp,f,70-74,,0.00498,synthetic_seed
ID,2023,asian,non-hisp,f,75-79,,0.00502,synthetic_seed
ID,2023,asian,non-hisp,f,80-84,,0.0044,synthetic_seed
ID,2023,asian,non-hisp,f,85+,,0.00466,synthetic_seed
ID,2023,asian,hisp,m,0-4,,0.00428,synthetic_seed
ID,2023,asian,hisp,m,5-9,,0.00421,synthetic_seed
ID,2023,asian,hisp,m,10-14,,0.0047,synthetic_seed
ID,2023,asian,hisp,m,15-19,,0.01393,synthetic_seed
ID,2023,asian,hisp,m,20-24,,0.02628,synthetic_seed
ID,2023,asian,hisp,m,25-29,,0.02839,synthetic_seed
ID,2023,asian,hisp,m,30-34,,0.03042,synthetic_seed
ID,2023,asian,hisp,m,35-39,,0.02315,synthetic_seed
ID,2023,asian,hisp,m,40-44,,0.02649,synthetic_seed
ID,2023,asian,hisp,m,45-49,,0.01094,synthetic_seed
ID,2023,asian,hisp,m,50-54,,0.01224,synthetic_seed
ID,2023,asian,hisp,m,55-59,,0.00485,synthetic_seed
ID,2023,asian,hisp,m,60-64,,0.00412,synthetic_seed
ID,2023,asian,hisp,m,65-69,,0.00467,synthetic_seed
ID,2023,asian,hisp,m,70-74,,0.00382,synthetic_seed
ID,2023,asian,hisp,m,75-79,,0.00555,synthetic_seed
ID,2023,asian,hisp,m,80-84,,0.00479,synthetic_seed
ID,2023,asian,hisp,m,85+,,0.00268,synthetic_seed
ID,2023,asian,hisp,f,0-4,,0.00517,synthetic_seed
ID,2023,asian,hisp,f,5-9,,0.00529,synthetic_seed
ID,2023,asian,hisp,f,10-14,,0.00544,synthetic_seed
ID,2023,asian,hisp,f,15-19,,0.01128,synthetic_seed
ID,2023,asian,hisp,f,20-24,,0.02424,synthetic_seed
ID,2023,asian,hisp,f,25-29,,0.02674,synthetic_seed
ID,2023,asian,hisp,f,30-34,,0.03215,synthetic_seed
ID,2023,asian,hisp,f,35-39,,0.02326,synthetic_seed
ID,2023,asian,hisp,f,40-44,,0.02945,synthetic_seed
ID,2023,asian,hisp,f,45-49,,0.01079,synthetic_seed
ID,2023,asian,hisp,f,50-54,,0.01142,synthetic_seed
ID,2023,asian,hisp,f,55-59,,0.00529,synthetic_seed
ID,2023,asian,hisp,f,60-64,,0.0044,synthetic_seed
ID,2023,asian,hisp,f,65-69,,0.0039,synthetic_seed
ID,2023,asian,hisp,f,70-74,,0.00465,synthetic_seed
ID,2023,asian,hisp,f,75-79,,0.00511,synthetic_seed
ID,2023,asian,hisp,f,80-84,,0.00474,synthetic_seed
ID,2023,asian,hisp,f,85+,,0.00526,synthetic_seed
ID,2023,other,non-hisp,m,0-4,,0.00511,synthetic_seed
ID,2023,other,non-hisp,m,5-9,,0.00454,synthetic_seed
ID,2023,other,non-hisp,m,10-14,,0.00447,synthetic_seed
ID,2023,other,non-hisp,m,15-19,,0.01301,synthetic_seed
ID,2023,other,non-hisp,m,20-24,,0.02768,synthetic_seed
ID,2023,other,non-hisp,m,25-29,,0.03097,synthetic_seed
ID,2023,other,non-hisp,m,30-34,,0.02316,synthetic_seed
ID,2023,other,non-hisp,m,35-39,,0.02647,synthetic_seed
ID,2023,other,non-hisp,m,40-44,,0.02867,synthetic_seed
ID,2023,other,non-hisp,m,45-49,,0.01174,synthetic_seed
ID,2023,other,non-hisp,m,50-54,,0.01233,synthetic_seed
ID,2023,other,non-hisp,m,55-59,,0.00458,synthetic_seed
ID,2023,other,non-hisp,m,60-64,,0.00457,synthetic_seed
ID,2023,other,non-hisp,m,65-69,,0.00457,synthetic_seed
ID,2023,other,non-hisp,m,70-74,,0.00416,synthetic_seed
ID,2023,other,non-hisp,m,75-79,,0.00414,synthetic_seed
ID,2023,other,non-hisp,m,80-84,,0.00358,synthetic_seed
ID,2023,other,non-hisp,m,85+,,0.00563,synthetic_seed
ID,2023,other,non-hisp,f,0-4,,0.006,synthetic_seed
ID,2023,other,non-hisp,f,5-9,,0.00439,synthetic_seed
ID,2023,other,non-hisp,f,10-14,,0.00405,synthetic_seed
ID,2023,other,non-hisp,f,15-19,,0.01026,synthetic_seed
ID,2023,other,non-hisp,f,20-24,,0.02322,synthetic_seed
ID,2023,other,non-hisp,f,25-29,,0.02084,synthetic_seed
ID,2023,other,non-hisp,f,30-34,,0.02709,synthetic_seed
ID,2023,other,non-hisp,f,35-39,,0.01695,synthetic_seed
ID,2023,other,non-hisp,f,40-44,,0.02737,synthetic_seed
ID,2023,other,non-hisp,f,45-49,,0.01155,synthetic_seed
ID,2023,other,non-hisp,f,50-54,,0.01272,synthetic_seed
ID,2023,other,non-hisp,f,55-59,,0.00385,synthetic_seed
ID,2023,other,non-hisp,f,60-64,,0.00491,synthetic_seed
ID,2023,other,non-hisp,f,65-69,,0.00459,synthetic_seed
ID,2023,other,non-hisp,f,70-74,,0.00347,synthetic_seed
ID,2023,other,non-hisp,f,75-79,,0.00475,synthetic_seed
ID,2023,other,non-hisp,f,80-84,,0.00346,synthetic_seed
ID,2023,other,non-hisp,f,85+,,0.0049,synthetic_seed
ID,2023,other,hisp,m,0-4,,0.00455,synthetic_seed
ID,2023,other,hisp,m,5-9,,0.00396,synthetic_seed
ID,2023,other,hisp,m,10-14,,0.00676,synthetic_seed
ID,2023,other,hisp,m,15-19,,0.0126,synthetic_seed
ID,2023,other,hisp,m,20-24,,0.02487,synthetic_seed
ID,2023,other,hisp,m,25-29,,0.01989,synthetic_seed
ID,2023,other,hisp,m,30-34,,0.02585,synthetic_seed
ID,2023,other,hisp,m,35-39,,0.02112,synthetic_seed
ID,2023,other,hisp,m,40-44,,0.01809,synthetic_seed
ID,2023,other,hisp,m,45-49,,0.01159,synthetic_seed
ID,2023,other,hisp,m,50-54,,0.01068,synthetic_seed
ID,2023,other,hisp,m,55-59,,0.0043,synthetic_seed
ID,2023,other,hisp,m,60-64,,0.00582,synthetic_seed
ID,2023,other,hisp,m,65-69,,0.00597,synthetic_seed
ID,2023,other,hisp,m,70-74,,0.00421,synthetic_seed
ID,2023,other,hisp,m,75-79,,0.00476,synthetic_seed
ID,2023,other,hisp,m,80-84,,0.0061,synthetic_seed
ID,2023,other,hisp,m,85+,,0.00412,synthetic_seed
ID,2023,other,hisp,f,0-4,,0.00517,synthetic_seed
ID,2023,other,hisp,f,5-9,,0.00532,synthetic_seed
ID,2023,other,hisp,f,10-14,,0.00452,synthetic_seed
ID,2023,other,hisp,f,15-19,,0.00972,synthetic_seed
ID,2023,other,hisp,f,20-24,,0.02679,synthetic_seed
ID,2023,other,hisp,f,25-29,,0.02685,synthetic_seed
ID,2023,other,hisp,f,30-34,,0.02233,synthetic_seed
ID,2023,other,hisp,f,35-39,,0.03101,synthetic_seed
ID,2023,other,hisp,f,40-44,,0.02548,synthetic_seed
ID,2023,other,hisp,f,45-49,,0.01176,synthetic_seed
ID,2023,other,hisp,f,50-54,,0.01338,synthetic_seed
ID,2023,other,hisp,f,55-59,,0.00555,synthetic_seed
ID,2023,other,hisp,f,60-64,,0.00424,synthetic_seed
ID,2023,other,hisp,f,65-69,,0.0035,synthetic_seed
ID,2023,other,hisp,f,70-74,,0.00537,synthetic_seed
ID,2023,other,hisp,f,75-79,,0.0048,synthetic_seed
ID,2023,other,hisp,f,80-84,,0.00541,synthetic_seed
ID,2023,other,hisp,f,85+,,0.00687,synthetic_seed
IL,2023,white,non-hisp,m,0-4,,0.00087,synthetic_seed
IL,2023,white,non-hisp,m,5-9,,0.00089,synthetic_seed
IL,2023,white,non-hisp,m,10-14,,0.00074,synthetic_seed
IL,2023,white,non-hisp,m,15-19,,0.00236,synthetic_seed
IL,2023,white,non-hisp,m,20-24,,0.00359,synthetic_seed
IL,2023,white,non-hisp,m,25-29,,0.0046,synthetic_seed
IL,2023,white,non-hisp,m,30-34,,0.00401,synthetic_seed
IL,2023,white,non-hisp,m,35-39,,0.00342,synthetic_seed
IL,2023,white,non-hisp,m,40-44,,0.00287,synthetic_seed
IL,2023,white,non-hisp,m,45-49,,0.00216,synthetic_seed
IL,2023,white,non-hisp,m,50-54,,0.00225,synthetic_seed
IL,2023,white,non-hisp,m,55-59,,0.00074,synthetic_seed
IL,2023,white,non-hisp,m,60-64,,0.00081,synthetic_seed
IL,2023,white,non-hisp,m,65-69,,0.00075,synthetic_seed
IL,2023,white,non-hisp,m,70-74,,0.00076,synthetic_seed
IL,2023,white,non-hisp,m,75-79,,0.00093,synthetic_seed
IL,2023,white,non-hisp,m,80-84,,0.00077,synthetic_seed
IL,2023,white,non-hisp,m,85+,,0.001,synthetic_seed
IL,2023,white,non-hisp,f,0-4,,0.00082,synthetic_seed
IL,2023,white,non-hisp,f,5-9,,0.00082,synthetic_seed
IL,2023,white,non-hisp,f,10-14,,0.00058,synthetic_seed
IL,2023,white,non-hisp,f,15-19,,0.00194,synthetic_seed
IL,2023,white,non-hisp,f,20-24,,0.00339,synthetic_seed
IL,2023,white,non-hisp,f,25-29,,0.00392,synthetic_seed
IL,2023,white,non-hisp,f,30-34,,0.00482,synthetic_seed
IL,2023,white,non-hisp,f,35-39,,0.00344,synthetic_seed
IL,2023,white,non-hisp,f,40-44,,0.00304,synthetic_seed
IL,2023,white,non-hisp,f,45-49,,0.0022,synthetic_seed
IL,2023,white,non-hisp,f,50-54,,0.00206,synthetic_seed
